"","playerID","POS","W","L","inducted","play_era","G","GS","CG","SHO","SV","IP","IPouts","H","ER","HR","BB","SO","BAOpp","ERA","SO%","BB%","SO:BB","IBB","WP","HBP","BK","BFP","GF","R","SH","SF","GIDP","InnOuts","PO","A","E","DP","Pitching Triple Crown","300_wins","3000_so","300_sv","ped_use"
"88","ehmkeho01","SP",166,166,"0","Live Ball",427,339,199,20,14,2820.7,8462,2873,1174,103,1042,1030,0.237241948802642,3.74587868259652,0.0850536746490504,0.0860445912469034,0.988483685220729,NA,28,137,8,12110,70,1425,NA,NA,NA,NA,143,853,44,35,"0","No","No","No","No"
"89","ellioju01","RP",63,74,"0","Live Ball",252,144,51,8,12,1206.6,3620,1338,569,70,414,453,0.253601213040182,4.24415713575336,0.0858605003790751,0.0784685367702805,1.09420289855072,NA,18,25,7,5276,63,687,NA,NA,NA,NA,32,160,16,10,"0","No","No","No","No"
"90","ellisdo01","SP",138,119,"0","Free Agency",345,317,71,14,1,2127.8,6383,2067,817,140,674,1136,0.230229449766095,3.45568192499295,0.126531521496993,0.0750723991980397,1.68545994065282,66,45,44,9,8978,10,958,NA,NA,NA,6385,173,287,23,26,"0","No","No","No","No"
"91","erskica01","RP",122,78,"0","Integration",335,216,71,14,13,1718.7,5156,1637,763,199,646,981,0.225171939477304,3.99546168615814,0.134938101788171,0.0888583218707015,1.51857585139319,NA,38,16,1,7270,61,830,NA,NA,NA,NA,105,262,20,20,"0","No","No","No","No"
"92","faberre01","SP",254,213,"1","Live Ball",669,483,273,29,28,4086.6,12260,4106,1430,111,1213,1471,0.236520737327189,3.14931728086918,0.0847350230414746,0.0698732718894009,1.21269579554823,NA,52,103,2,17360,134,1813,NA,NA,NA,NA,130,1108,71,33,"0","No","No","No","No"
"93","facero01","RP",104,95,"0","Expansion",848,27,6,0,193,1375,4125,1347,531,141,362,877,0.23668950975224,3.47563636363636,0.154102969601125,0.0636092075206466,2.42265193370166,NA,32,14,2,5691,574,591,NA,NA,NA,NA,104,212,14,15,"0","No","No","No","No"
"94","falkecy01","SP",130,123,"0","Dead Ball",330,266,180,27,8,2275.1,6825,2090,678,23,690,1164,0.227718457180214,2.68207990857545,0.12682501634343,0.0751797777293528,1.68695652173913,NA,93,69,0,9178,48,960,NA,NA,NA,NA,100,727,52,26,"0","No","No","No","No"
"95","fellebo01","SP",266,162,"1","Integration",570,484,279,44,21,3827.1,11481,3271,1384,224,1764,2581,0.202163164400494,3.25468370306498,0.159517923362176,0.10902348578492,1.46315192743764,NA,75,60,13,16180,52,1557,NA,NA,NA,NA,146,510,25,28,"1","No","No","No","No"
"96","fernaal01","SP",107,87,"0","Steroids",263,261,33,10,0,1760.4,5281,1693,731,190,552,1252,0.229715061058345,3.73721881390593,0.169877883310719,0.0748982360922659,2.26811594202899,29,38,35,2,7370,1,804,60,49,141,5281,125,297,15,32,"0","No","No","No","No"
"97","fernasi01","SP",114,96,"0","Steroids",307,300,25,9,1,1866.6,5600,1421,696,191,715,1743,0.185315597287428,3.35583413693346,0.227308294209703,0.093244653103808,2.43776223776224,33,22,41,19,7668,2,749,62,57,73,5600,25,160,6,5,"0","No","No","No","No"
"98","ferrewe01","SP",193,128,"0","Integration",374,323,227,17,13,2623,7869,2845,1177,132,1040,985,0.245937067773167,4.03850552802135,0.0851486860304288,0.0899031811894882,0.947115384615385,NA,35,23,6,11568,43,1382,NA,NA,NA,NA,122,532,17,30,"0","No","No","No","No"
"99","fingero01","RP",114,118,"1","Free Agency",944,37,4,2,341,1701.3,5104,1474,549,123,492,1299,0.212330740420628,2.90424969141245,0.187121866897148,0.0708729472774417,2.64024390243902,109,40,39,7,6942,709,615,NA,NA,NA,5102,108,253,14,23,"0","No","No","Yes","No"
"100","finlech01","SP",200,173,"0","Steroids",524,467,63,15,0,3197.1,9592,3069,1366,304,1332,2610,0.225032996040475,3.84535985737074,0.191377034755829,0.0976682798064232,1.95945945945946,36,130,76,22,13638,24,1517,104,85,305,9592,122,325,46,25,"0","No","No","No","No"
"101","fisheed02","RP",85,70,"0","Expansion",690,63,7,2,81,1538.8,4616,1398,583,149,438,812,0.220504731861199,3.40979984403431,0.12807570977918,0.0690851735015773,1.85388127853881,38,53,27,1,6340,344,659,NA,NA,NA,4614,107,262,17,17,"0","No","No","No","No"
"102","fitzsfr01","SP",217,146,"0","Integration",513,426,186,29,13,3223.8,9671,3335,1257,186,846,870,0.245762711864407,3.50921273031826,0.0641120117907148,0.062343404568902,1.02836879432624,NA,58,33,3,13570,64,1505,NA,NA,NA,NA,237,942,28,79,"0","No","No","No","No"
"103","flanami01","SP",167,143,"0","Free Agency",526,404,101,19,4,2770,8310,2806,1199,251,890,1491,0.240157480314961,3.8956678700361,0.127610407394728,0.0761725436494351,1.6752808988764,41,84,41,12,11684,49,1301,110,76,301,8310,89,430,11,26,"0","No","No","No","No"
"104","fordwh01","SP",236,106,"1","Expansion",498,438,156,45,10,3170.4,9511,2766,967,228,1086,1956,0.212181650813133,2.74507948523846,0.150046026388463,0.0833077631175207,1.80110497237569,NA,75,28,5,13036,35,1107,NA,NA,NA,NA,173,630,33,49,"0","No","No","No","No"
"105","forscbo01","SP",168,136,"0","Free Agency",498,422,67,19,3,2794.7,8384,2777,1169,216,832,1133,0.237046521553564,3.76462589902315,0.0967136150234742,0.0710200597524541,1.36177884615385,84,93,45,18,11715,19,1319,106,101,270,8384,234,405,18,35,"0","No","No","No","No"
"106","forscke01","RP",114,113,"0","Free Agency",521,241,70,18,51,2127.1,6382,2071,796,155,586,1047,0.233958427474017,3.36796577499882,0.118278355173972,0.0661997288748305,1.78668941979522,68,43,47,7,8852,177,881,90,56,NA,6379,134,305,26,24,"0","No","No","No","No"
"107","francjo01","RP",90,87,"0","Steroids",1119,0,0,0,424,1245.7,3737,1166,400,81,495,975,0.219503012048193,2.88994139841053,0.183546686746988,0.0931852409638554,1.96969696969697,78,54,22,9,5312,774,466,82,31,116,3737,63,234,11,13,"0","No","No","Yes","No"
"108","frasech01","SP",175,212,"0","Dead Ball",434,388,342,22,6,3363.9,10092,3462,1373,69,1338,1098,0.237889095031952,3.67341478640863,0.0754483611626469,0.0919398062255205,0.820627802690583,NA,146,219,3,14553,43,2000,NA,NA,NA,10065,317,939,94,31,"0","No","No","No","No"
"109","frymawo01","RP",141,155,"0","Free Agency",625,322,68,27,58,2411.5,7234,2367,1010,187,890,1587,0.230006802060052,3.76943810906075,0.15421241861821,0.0864833349528714,1.78314606741573,79,68,68,16,10291,160,1136,NA,NA,NA,7236,97,389,6,25,"0","No","No","No","No"
"110","gagneer01","RP",33,26,"0","Modern",402,48,0,0,187,643.5,1931,518,248,76,226,718,0.194444444444444,3.46853146853147,0.26951951951952,0.0848348348348348,3.17699115044248,13,18,33,1,2664,269,268,24,15,32,1931,38,64,1,4,"0","No","No","No","No"
"111","galvipu01","SP",365,310,"1","Dead Ball",705,688,646,57,2,6003.3,18010,6405,1903,121,745,1807,0.252016525673815,2.85293088801159,0.0710997442455243,0.0293133975998426,2.4255033557047,NA,221,NA,2,25415,19,3352,NA,NA,NA,18009,325,1404,163,44,"0","Yes","No","No","No"
"112","garcifr02","SP",156,108,"0","Modern",376,357,12,4,0,2263.9,6792,2243,1045,285,708,1621,0.233767587285044,4.15433543884447,0.168942157373632,0.0737884314747264,2.28954802259887,42,95,67,9,9595,13,1101,59,62,190,6792,171,288,16,26,"0","No","No","No","No"
"113","garlajo01","SP",136,125,"0","Modern",365,342,11,6,1,2151.4,6454,2260,1045,263,723,1156,0.245732304012178,4.37157199962815,0.125693160813309,0.0786125910623029,1.59889349930844,39,50,63,1,9197,9,1149,70,72,250,6454,175,341,16,38,"0","No","No","No","No"
"114","garvene01","SP",129,157,"0","Expansion",402,330,153,18,12,2477.3,7432,2471,1027,213,881,881,0.233487668902958,3.73107818996488,0.0832467164320136,0.0832467164320136,1,NA,49,41,7,10583,40,1184,NA,NA,NA,NA,203,469,27,41,"0","No","No","No","No"
"115","gibsobo01","SP",251,174,"1","Expansion",528,482,255,56,6,3884.4,11653,3279,1258,257,1336,3117,0.204070201643017,2.9147358665431,0.193988050784167,0.0831466268359472,2.33308383233533,118,108,102,13,16068,21,1420,NA,NA,NA,11654,291,484,42,46,"0","No","Yes","No","No"
"116","giustda01","RP",100,93,"0","Free Agency",668,133,35,9,145,1716.8,5150,1654,687,126,570,1103,0.228106468073369,3.6014678471575,0.152116949386292,0.0786098469176665,1.93508771929825,109,87,15,7,7251,380,764,NA,NA,NA,5151,134,264,15,11,"0","No","No","No","No"
"117","gladdfr01","RP",48,34,"0","Expansion",450,1,0,0,109,600.9,1803,566,209,38,223,394,0.221786833855799,3.13030454318522,0.154388714733542,0.0873824451410658,1.76681614349776,45,35,27,2,2552,278,237,NA,NA,NA,1802,33,87,9,2,"0","No","No","No","No"
"118","glavito02","SP",305,203,"1","Modern",682,682,56,25,0,4413,13240,4298,1734,356,1500,2607,0.231025585895506,3.53636981645139,0.140131154590411,0.0806278219737691,1.738,145,65,66,7,18604,0,1900,228,113,420,13240,262,856,26,67,"0","Yes","No","No","No"
"119","gleaski01","SP",138,131,"0","Dead Ball",299,266,240,10,6,2389.3,7168,2552,1007,76,906,744,0.240369219176792,3.79316117691374,0.0700762927380616,0.0853348403503815,0.821192052980132,NA,83,78,1,10617,30,1511,NA,NA,NA,7167,163,476,66,16,"0","No","No","No","No"
"120","goltzda01","SP",113,109,"0","Free Agency",353,264,83,13,8,2039.6,6119,2104,836,149,646,1105,0.243857209086694,3.68895861933712,0.128071395456653,0.0748725081131201,1.71052631578947,28,62,26,10,8628,39,950,78,60,NA,6119,152,287,21,26,"0","No","No","No","No"
"121","gomezle01","SP",189,102,"1","Integration",368,320,173,28,9,2503,7509,2290,930,138,1095,1468,0.213440208779942,3.34398721534159,0.136825426414391,0.102059837822723,1.34063926940639,NA,39,19,0,10729,31,1091,NA,NA,NA,NA,56,393,20,20,"2","No","No","No","No"
"122","goodedw01","SP",194,112,"0","Steroids",430,410,68,24,3,2800.7,8402,2564,1091,210,954,2293,0.219051687313114,3.50590923697647,0.195899188381034,0.0815036309269543,2.40356394129979,42,76,78,33,11705,4,1198,84,68,197,8402,224,423,34,35,"1","No","No","No","No"
"123","gordoto01","RP",138,126,"0","Modern",890,203,18,4,158,2108.2,6324,1889,927,176,977,1928,0.208544932656215,3.95740442083294,0.21285051887834,0.107860454846544,1.97338792221085,57,112,38,5,9058,347,1016,58,69,163,6324,185,268,20,23,"0","No","No","No","No"
"124","gossari01","RP",124,107,"1","Steroids",1002,37,16,0,310,1809.3,5428,1497,605,119,732,1502,0.199413880378314,3.00945116896037,0.200079925402957,0.0975089916078327,2.05191256830601,90,63,47,5,7507,681,670,106,67,NA,5428,78,180,21,11,"0","No","No","Yes","No"
"125","grantmu01","RP",145,119,"0","Expansion",571,293,89,18,53,2441.6,7325,2292,985,292,849,1267,0.222675604779948,3.63081585845347,0.123093364422423,0.0824832410375984,1.49234393404005,59,60,33,3,10293,160,1105,NA,NA,NA,7324,162,376,19,40,"0","No","No","No","No"
"126","griffcl01","SP",237,146,"1","Dead Ball",453,372,337,22,8,3385.8,10157,3670,1246,76,774,955,0.256016742239275,3.31206804891015,0.0666201604464597,0.0539937216602721,1.23385012919897,NA,66,171,3,14335,78,1852,NA,NA,NA,NA,179,863,64,22,"0","No","No","No","No"
"127","grimebu01","SP",270,212,"1","Live Ball",616,497,314,35,18,4180.1,12540,4412,1638,148,1295,1512,0.245670694359374,3.52670988732327,0.0841917701431037,0.0721086920207138,1.16756756756757,NA,92,97,12,17959,94,2048,NA,NA,NA,NA,225,1252,71,74,"0","No","No","No","No"
"128","grimsro02","SP",124,99,"0","Free Agency",345,295,79,15,3,2039.3,6118,2105,863,202,559,750,0.246371722846442,3.80865983425685,0.0877808988764045,0.0654260299625468,1.34168157423971,49,40,15,9,8544,17,947,116,62,NA,6118,60,357,13,14,"0","No","No","No","No"
"129","grissma01","RP",47,45,"0","Integration",356,52,12,3,58,809.9,2430,771,307,65,343,459,0.221297359357061,3.41153228793678,0.131745120551091,0.0984500574052813,1.33819241982507,NA,23,28,1,3484,176,358,NA,NA,NA,NA,28,139,5,9,"0","No","No","No","No"
"130","gromest01","RP",123,108,"0","Integration",447,225,92,17,23,2064.7,6194,1940,782,186,630,904,0.223605348086676,3.40872766019276,0.104195481788843,0.0726141078838174,1.43492063492063,NA,18,68,3,8676,110,893,NA,NA,NA,NA,126,248,13,20,"0","No","No","No","No"
"131","grovele01","SP",300,141,"1","Integration",616,457,298,35,55,3940.6,11822,3849,1339,162,1187,2266,0.231407443034931,3.05816373141146,0.13623519509409,0.0713641555943005,1.90901432181971,NA,51,42,1,16633,123,1594,NA,NA,NA,NA,65,722,38,26,"2","Yes","No","No","No"
"132","groveor01","SP",63,73,"0","Integration",207,152,66,11,4,1176.7,3530,1237,494,62,444,374,0.24212174593854,3.77836321917226,0.0732041495400274,0.0869054609512625,0.842342342342342,NA,38,29,1,5109,31,595,NA,NA,NA,NA,72,275,18,14,"0","No","No","No","No"
"133","guarded01","RP",46,61,"0","Modern",908,25,0,0,187,944.7,2834,894,452,138,348,798,0.222887060583396,4.30612892981899,0.198952879581152,0.0867614061331339,2.29310344827586,39,25,16,2,4011,401,476,45,38,51,2834,28,86,4,4,"0","No","No","No","No"
"134","guidrro01","SP",170,91,"0","Free Agency",368,323,95,26,4,2392.1,7176,2198,874,226,633,1778,0.224423116193588,3.28832406671962,0.181539718194813,0.0646314069838677,2.8088467614534,24,56,13,8,9794,23,953,70,65,172,7176,107,307,8,19,"0","No","No","No","No"
"135","gullibi01","SP",162,136,"0","Steroids",398,390,54,11,0,2559.9,7680,2659,1118,282,622,1279,0.247486969471333,3.9306222899332,0.119043186895011,0.0578927773641102,2.05627009646302,82,56,34,8,10744,3,1228,95,85,162,7680,185,277,16,18,"0","No","No","No","No"
"136","gurala01","RP",126,97,"0","Free Agency",403,261,71,16,14,2046.9,6141,2020,855,204,600,801,0.234993020009307,3.75934339733255,0.0931828757561657,0.0697999069334574,1.335,38,27,46,3,8596,60,958,87,86,NA,6140,107,369,7,32,"0","No","No","No","No"
"137","haddiha01","RP",136,113,"0","Expansion",453,285,99,20,21,2235.1,6705,2154,901,240,601,1575,0.230868167202572,3.62802559169612,0.168810289389068,0.0644158628081458,2.62063227953411,NA,58,43,3,9330,84,1012,NA,NA,NA,NA,115,358,21,24,"0","No","No","No","No"
"138","hahnno01","SP",130,94,"0","Dead Ball",243,231,212,25,0,2029.3,6088,1916,574,27,381,917,0.235786364755107,2.54570541566057,0.112847649520059,0.0468865370415949,2.40682414698163,NA,28,52,1,8126,11,821,NA,NA,NA,6087,101,447,54,16,"0","No","No","No","No"
"139","haineje01","RP",210,158,"1","Live Ball",555,388,208,24,10,3208.6,9626,3460,1298,165,871,981,0.253591322192905,3.64084024185003,0.0718997361477573,0.0638375842861331,1.12629161882893,NA,55,57,6,13644,95,1556,NA,NA,NA,NA,107,651,27,32,"0","No","No","No","No"
"140","hallabi01","RP",102,94,"0","Live Ball",324,224,90,14,8,1740.3,5221,1838,779,71,779,856,0.241080797481637,4.02861575590415,0.112277019937041,0.102177334732424,1.09884467265725,NA,71,8,4,7624,52,915,NA,NA,NA,NA,67,330,32,19,"0","No","No","No","No"
"141","hallaro01","SP",203,105,"1","Modern",416,390,67,20,1,2749.3,8248,2646,1034,236,592,2117,0.234428989102507,3.38486160113483,0.187560910782316,0.0524497209178701,3.57601351351351,28,56,81,9,11287,6,1135,69,61,249,8248,228,390,15,22,"0","No","No","No","No"
"142","hamptmi01","SP",148,115,"0","Modern",419,355,21,9,1,2268.3,6805,2370,1024,200,901,1387,0.241245928338762,4.06295463563021,0.141184853420195,0.0917141693811075,1.53940066592675,49,75,49,13,9824,12,1157,107,69,289,6805,144,476,27,42,"0","No","No","No","No"
"143","handsbi01","RP",111,110,"0","Expansion",374,260,72,17,14,1951,5853,1895,727,167,492,1128,0.233489403647117,3.35366478728857,0.138984721537703,0.0606209955643174,2.29268292682927,55,46,36,5,8116,69,834,NA,NA,NA,5852,140,297,24,12,"0","No","No","No","No"
"144","hardeme01","SP",223,186,"0","Integration",582,433,181,25,23,3426.3,10279,3706,1447,161,1118,1160,0.249360785896918,3.80089309167323,0.0780514062710268,0.0752254070784551,1.03756708407871,NA,33,59,2,14862,95,1714,NA,NA,NA,NA,209,734,45,38,"0","No","No","No","No"
"145","harenda01","SP",153,131,"0","Modern",391,380,16,6,1,2419.7,7259,2357,1009,305,500,2013,0.235182598283776,3.7529445799066,0.200858112153263,0.0498902414687687,4.026,39,98,67,5,10022,4,1105,78,63,152,7259,156,237,10,20,"0","No","No","No","No"
"146","hawkila01","RP",75,94,"0","Modern",1042,98,2,0,127,1466.9,4402,1607,702,163,456,983,0.254151510359007,4.30704206149022,0.155464178396331,0.0721176656650324,2.15570175438596,35,70,21,7,6323,373,763,43,50,144,4402,95,207,12,21,"0","No","No","No","No"
"147","hearnji01","RP",109,89,"0","Integration",396,229,63,10,8,1703.7,5111,1661,721,157,655,669,0.22772141486153,3.80876914949815,0.0917192212777625,0.0897998354812174,1.02137404580153,NA,34,25,1,7294,73,847,NA,NA,NA,NA,106,355,22,33,"0","No","No","No","No"
"148","henketo01","RP",41,42,"0","Steroids",642,0,0,0,311,789.6,2369,607,234,64,255,861,0.190043832185348,2.66717325227963,0.269567939887289,0.0798371947401378,3.37647058823529,29,30,9,3,3194,548,252,27,30,36,2369,43,67,2,4,"0","No","No","Yes","No"
"149","hennemi01","RP",57,42,"0","Steroids",561,0,0,0,193,732.6,2198,686,261,47,271,533,0.220437017994859,3.20638820638821,0.171272493573265,0.0870822622107969,1.96678966789668,82,48,19,2,3112,432,301,39,26,70,2198,55,83,9,8,"0","No","No","No","No"
"150","hentgpa01","SP",131,112,"0","Steroids",344,306,34,10,1,2075.3,6226,2111,996,269,775,1290,0.236526610644258,4.31937551197417,0.14453781512605,0.0868347338935574,1.66451612903226,29,66,49,10,8925,15,1076,57,60,171,6226,131,237,14,22,"0","No","No","No","No"
"151","hernali01","SP",178,177,"0","Modern",519,474,50,9,1,3188.9,9567,3525,1572,362,1066,1976,0.255138969310944,4.43663959359027,0.143022582513028,0.0771569195136074,1.85365853658537,86,41,78,13,13816,17,1686,174,118,299,9567,211,601,15,65,"0","No","No","No","No"
"152","hernaro01","RP",67,71,"0","Modern",1010,3,0,0,326,1071.5,3214,1002,411,96,462,945,0.216321243523316,3.45216985534298,0.204015544041451,0.099740932642487,2.04545454545455,53,50,35,1,4632,667,475,56,21,83,3214,53,127,17,8,"0","No","No","Yes","No"
"153","hernawi01","RP",70,63,"0","Free Agency",744,11,0,0,147,1044.8,3134,952,392,97,349,788,0.218048557031608,3.37672281776417,0.180485570316079,0.0799358680714613,2.25787965616046,79,37,25,10,4366,419,431,65,36,72,3134,58,169,4,12,"0","No","No","No","No"
"154","hershor01","SP",204,150,"0","Steroids",510,466,68,25,5,3130.4,9391,2939,1211,235,1007,2014,0.223498098859316,3.48166368515206,0.153155893536122,0.0765779467680608,2,108,121,117,23,13150,19,1366,124,73,314,9391,332,569,51,44,"0","No","No","No","No"
"155","hillejo01","RP",87,76,"0","Free Agency",545,43,13,6,125,1241.9,3726,1040,391,110,535,1036,0.199769496734537,2.8335614783799,0.199001152516327,0.102766039185555,1.93644859813084,71,39,12,1,5206,363,438,NA,NA,NA,3725,45,136,8,5,"0","No","No","No","No"
"156","hoernjo01","RP",39,34,"0","Free Agency",493,0,0,0,99,562.7,1688,519,187,50,181,412,0.218526315789474,2.99093655589124,0.173473684210526,0.0762105263157895,2.27624309392265,59,19,18,6,2375,268,213,NA,NA,NA,1690,19,57,8,1,"0","No","No","No","No"
"157","hoffmtr01","RP",61,75,"1","Modern",1035,0,0,0,601,1089.1,3268,846,347,100,307,1133,0.192798541476755,2.86750527958865,0.25820419325433,0.0699635369188696,3.69055374592834,58,49,9,0,4388,856,378,32,30,60,3268,66,83,4,5,"0","No","No","Yes","No"
"158","holtzke01","SP",174,150,"0","Free Agency",451,410,127,31,3,2867.4,8602,2787,1111,249,910,1601,0.23092219736515,3.48713119899561,0.132653906703124,0.0753997845720441,1.75934065934066,70,98,49,2,12069,18,1273,NA,NA,NA,8601,117,471,26,27,"0","No","No","No","No"
"159","honeyri01","RP",109,143,"0","Steroids",797,268,47,11,38,2160.2,6480,2183,893,185,657,1038,0.238814134120993,3.72048884362559,0.113554315720381,0.0718739744010502,1.57990867579909,81,45,50,23,9141,118,1034,99,73,235,6480,99,428,32,21,"0","No","No","No","No"
"160","hootobu01","SP",151,136,"0","Free Agency",480,377,86,29,7,2652,7956,2497,996,193,799,1491,0.226485260770975,3.38009049773756,0.135238095238095,0.0724716553287982,1.86608260325407,58,62,20,4,11025,35,1112,125,76,NA,7954,165,373,16,21,"0","No","No","No","No"
"161","houghch01","RP",216,216,"0","Steroids",858,440,107,13,61,3801.1,11404,3283,1582,383,1665,2362,0.203030303030303,3.74575780695062,0.146072974644403,0.102968460111317,1.41861861861862,44,179,174,42,16170,240,1807,125,126,NA,11404,235,578,22,38,"0","No","No","No","No"
"162","houttar01","RP",87,91,"0","Integration",325,181,78,14,20,1555.1,4665,1646,715,136,516,639,0.245195888574408,4.13799755642724,0.0951884403396395,0.0768657828094741,1.23837209302326,NA,15,40,1,6713,91,810,NA,NA,NA,NA,105,339,17,28,"0","No","No","No","No"
"163","hoytwa01","RP",237,182,"1","Live Ball",674,423,226,26,52,3762.4,11287,4037,1500,154,1003,1206,0.250387644979222,3.58813523283011,0.0747999751907213,0.0622092662655833,1.20239282153539,NA,39,49,5,16123,175,1780,NA,NA,NA,NA,153,842,35,41,"0","No","No","No","No"
"164","hraboal01","RP",64,35,"0","Free Agency",545,1,0,0,97,721.9,2166,619,249,50,315,548,0.202552356020942,3.10430807591079,0.179319371727749,0.103075916230366,1.73968253968254,58,36,13,1,3056,307,284,41,39,NA,2166,20,58,8,4,"0","No","No","No","No"
"165","hubbeca01","SP",253,154,"1","Integration",535,431,260,36,33,3590.4,10771,3461,1188,227,725,1677,0.233772374197906,2.97794117647059,0.113272543059777,0.0489699425869639,2.31310344827586,NA,53,53,1,14805,82,1380,NA,NA,NA,NA,155,824,33,55,"0","No","No","No","No"
"166","hudsoti01","SP",222,133,"0","Modern",482,479,26,13,0,3126.5,9380,2957,1213,248,917,2080,0.227374086889658,3.49176395330241,0.159938485198001,0.0705113417916186,2.26826608505998,84,84,124,6,13005,0,1319,113,64,335,9380,258,492,24,35,"0","No","No","No","No"
"167","hunteca01","SP",224,166,"1","Free Agency",500,476,181,42,1,3449.3,10348,2958,1248,374,954,2012,0.210803876852908,3.2563128750761,0.143386545039909,0.0679874572405929,2.10901467505241,57,49,49,7,14032,6,1380,NA,NA,NA,10347,225,319,23,16,"0","No","No","No","No"
"168","hurstbr01","SP",145,113,"0","Steroids",379,359,83,23,0,2417.4,7252,2463,1052,258,740,1689,0.241375931007448,3.91660461653016,0.165523324186593,0.0725205801646413,2.28243243243243,42,56,28,19,10204,5,1143,87,55,195,7252,98,355,15,15,"0","No","No","No","No"
"169","hutchfr01","RP",95,71,"0","Integration",242,169,81,13,7,1464.1,4392,1487,606,126,388,591,0.242103549332465,3.7251553855611,0.0962227287528492,0.06317160534028,1.52319587628866,NA,16,14,2,6142,48,681,NA,NA,NA,NA,108,310,13,24,"0","No","No","No","No"
"170","isrinja01","RP",51,55,"0","Modern",724,52,3,1,300,1007.6,3023,901,408,85,437,830,0.20846830171217,3.64430329495832,0.192040721888015,0.101110596945858,1.89931350114416,43,53,34,2,4322,499,450,35,32,81,3023,62,144,17,6,"0","No","No","Yes","No"
"171","jacksda02","SP",112,131,"0","Steroids",353,324,44,15,1,2072.7,6218,2110,923,133,816,1225,0.234809703983975,4.00781589231437,0.136323169374583,0.0908079234364567,1.50122549019608,39,47,50,12,8986,11,1061,117,68,208,6218,105,285,30,17,"0","No","No","No","No"
"172","jacksgr01","RP",86,75,"0","Free Agency",692,83,16,5,79,1358.7,4076,1272,523,109,511,889,0.221255870586189,3.46434091410907,0.154635588798052,0.0888850234823448,1.73972602739726,71,44,21,9,5749,291,589,NA,NA,NA,4078,55,170,16,12,"0","No","No","No","No"
"173","jacksmi02","RP",62,67,"0","Steroids",1005,7,0,0,142,1188.2,3565,983,451,127,464,1006,0.197946033024567,3.41609156707625,0.202577527184857,0.0934353604510673,2.16810344827586,80,39,56,27,4966,422,492,54,41,86,3565,57,166,9,13,"0","No","No","No","No"
"174","jenkife01","SP",284,226,"1","Free Agency",664,594,267,49,7,4500.4,13502,4142,1669,484,997,3192,0.225108695652174,3.33770331526087,0.173478260869565,0.0541847826086957,3.20160481444333,116,62,84,18,18400,37,1853,NA,NA,NA,13501,363,660,49,45,"0","No","Yes","No","No"
"175","johnsra05","SP",303,166,"1","Modern",618,603,100,37,2,4135.4,12406,3346,1513,411,1497,4875,0.196050858381672,3.2927890893263,0.285638952364212,0.0877131306029179,3.2565130260521,37,109,190,33,17067,7,1703,131,89,251,12406,90,448,57,18,"1","Yes","Yes","No","No"
"176","johnswa01","SP",417,279,"1","Live Ball",802,666,531,110,34,5914.7,17744,4913,1424,97,1363,3509,0.207808138059386,2.16680474073072,0.14842229929786,0.0576516369173505,2.57446808510638,NA,155,203,4,23642,129,1902,NA,NA,NA,NA,276,1351,52,72,"3","Yes","Yes","No","No"
"177","johnto01","SP",288,231,"0","Free Agency",760,700,162,46,4,4710.1,14131,4783,1749,302,1259,2245,0.24289051391428,3.34196726184157,0.114005687588869,0.0639345927280114,1.78316123907863,102,187,98,16,19692,22,2017,NA,NA,NA,14129,237,1028,49,69,"0","No","No","No","No"
"178","jonesdo01","RP",69,79,"0","Steroids",846,4,0,0,303,1128.2,3385,1155,414,86,247,909,0.24295330248212,3.302605920936,0.191207404291123,0.0519562473706353,3.68016194331984,53,18,39,6,4754,640,465,56,38,87,3385,60,152,21,14,"0","No","No","Yes","No"
"179","jonesra01","SP",100,123,"0","Free Agency",305,285,73,19,2,1932.9,5799,1915,735,129,503,735,0.237328045606643,3.42231879559212,0.0910893543189986,0.0623373404387161,1.46123260437376,88,19,18,6,8069,11,875,120,56,209,5799,114,465,18,30,"0","No","No","No","No"
"180","jonessa01","SP",229,217,"0","Live Ball",647,487,250,36,31,3883.1,11649,4084,1656,152,1396,1223,0.244565542846877,3.83817053385182,0.0732379184382298,0.0835978202287562,0.876074498567335,NA,73,68,5,16699,115,2007,NA,NA,NA,NA,196,874,52,48,"0","No","No","No","No"
"181","jonesto02","RP",58,63,"0","Modern",982,1,0,0,319,1071.8,3216,1072,473,93,443,868,0.230537634408602,3.97182310132487,0.186666666666667,0.0952688172043011,1.95936794582393,62,43,38,1,4650,619,518,48,38,117,3216,70,112,8,6,"0","No","No","Yes","No"
"182","jossad01","SP",160,97,"1","Dead Ball",286,260,234,45,5,2327,6981,1888,488,19,364,920,0.212349566977843,1.88740868070477,0.103475424586661,0.0409402766842875,2.52747252747253,NA,28,58,1,8891,22,730,NA,NA,NA,6981,144,846,36,20,"0","No","No","No","No"
"183","kaatji01","RP",283,237,"1","Free Agency",898,625,180,31,18,4530.2,13591,4620,1738,395,1083,2461,0.242863901592809,3.45282768972672,0.129369710350628,0.0569310834253272,2.27239150507849,116,128,122,6,19023,102,2038,NA,NA,NA,13587,262,744,56,65,"0","No","No","No","No"
"184","keefeti01","SP",342,225,"1","Dead Ball",600,594,554,39,2,5049.6,15149,4438,1474,75,1233,2564,0.211928752208586,2.62713878326996,0.122439234038489,0.0588797096604747,2.07948094079481,NA,240,NA,0,20941,7,2470,NA,NA,NA,15156,260,1060,166,28,"1","Yes","No","No","No"
