"","playerID","fg_playerID","POS","inducted","play_era","PO","A","E","DP","Pitching Triple Crown","300_wins","3000_so","300_sv","ped_use","Name","W","L","ERA","WAR","G","GS","CG","ShO","SV","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","K/9","BB/9","K/BB","H/9","HR/9","AVG","WHIP","BABIP","LOB%","FIP","ERA-","FIP-","E-F","K/9+","BB/9+","K/BB+","H/9+","HR/9+","AVG+","WHIP+","BABIP+","LOB%+","all_star_appearances","num_gold_gloves","num_cy_young","num_mvp","num_ws_mvp"
"71","francjo01",874,"RP","0","Steroids",63,234,11,13,"0","No","No","Yes","No","John Franco",90,87,2.89,16.1,1119,0,0,0,424,3,1245.2,5312,1166,466,400,81,495,78,22,54,9,975,7.04,3.58,1.97,8.42,0.59,0.243,1.33,0.29,0.775,3.45,73,86,-0.56,113,108,106,96,65,96,99,102,108,4,0,0,0,0
"72","goodedw01",1004852,"SP","0","Steroids",224,423,34,35,"1","No","No","No","No","Dwight Gooden",194,112,3.51,56.7,430,410,68,24,3,0,2800.2,11705,2564,1198,1091,210,954,42,78,76,33,2293,7.37,3.07,2.4,8.24,0.67,0.24,1.26,0.288,0.726,3.33,90,83,0.18,125,92,135,93,75,95,93,101,102,4,0,1,0,0
"73","guidrro01",1005124,"SP","0","Free Agency",107,307,8,19,"0","No","No","No","No","Ron Guidry",170,91,3.29,49.3,368,323,95,26,4,0,2392,9794,2198,953,874,226,633,24,13,56,8,1778,6.69,2.38,2.81,8.27,0.85,0.24,1.18,0.276,0.748,3.27,83,82,0.02,136,73,186,91,95,93,86,98,105,4,5,1,0,0
"74","hardeme01",1005339,"SP","0","Integration",209,734,45,38,"0","No","No","No","No","Mel Harder",223,186,3.8,46.9,582,433,181,25,23,0,3426.1,14862,3706,1714,1447,161,1118,0,59,33,2,1160,3.05,2.94,1.04,9.73,0.42,0.271,1.41,0.287,0.68,3.95,90,94,-0.15,88,81,111,101,76,101,95,100,102,4,0,0,0,0
"75","hudsoti01",921,"SP","0","Modern",258,492,24,35,"0","No","No","No","No","Tim Hudson",222,133,3.49,49,482,479,26,13,0,0,3126.2,13005,2957,1319,1213,248,917,84,124,84,6,2080,5.99,2.64,2.27,8.51,0.71,0.247,1.24,0.281,0.734,3.78,83,90,-0.29,89,80,111,94,69,96,90,95,103,4,0,0,0,0
"76","johnto01",1006515,"SP","0","Free Agency",237,1028,49,69,"0","No","No","No","No","Tommy John",288,231,3.34,79.4,760,700,162,46,4,0,4710.1,19692,4783,2017,1749,302,1259,102,98,187,16,2245,4.29,2.41,1.78,9.14,0.58,0.261,1.28,0.284,0.721,3.38,90,89,-0.03,79,73,108,105,70,104,96,103,100,4,0,0,0,0
"77","keyji01",1006885,"SP","0","Steroids",172,452,22,35,"0","No","No","No","No","Jimmy Key",186,117,3.51,45,470,389,34,13,10,0,2591.2,10719,2518,1103,1010,254,668,29,38,50,12,1538,5.34,2.32,2.3,8.74,0.88,0.251,1.23,0.275,0.739,3.8,82,89,-0.29,92,67,137,96,93,97,88,96,105,4,0,0,0,0
"78","langsma01",1007323,"SP","0","Steroids",127,493,39,33,"0","No","No","No","No","Mark Langston",179,158,3.97,49.2,457,428,81,18,0,0,2963,12562,2723,1438,1306,311,1289,34,46,89,22,2464,7.48,3.92,1.91,8.27,0.94,0.243,1.35,0.285,0.723,3.93,93,91,0.03,131,115,114,91,99,94,97,100,102,4,7,0,0,0
"79","leecl02",1636,"SP","0","Modern",83,188,18,12,"0","No","No","No","No","Cliff Lee",143,91,3.52,48.2,328,324,29,12,0,0,2156.2,8917,2116,923,843,223,464,12,50,41,2,1824,7.61,1.94,3.93,8.83,0.93,0.252,1.2,0.298,0.737,3.45,84,82,0.07,110,61,181,98,92,98,88,101,103,4,0,1,0,0
"80","linceti01",5705,"SP","0","Modern",93,162,10,6,"0","No","No","No","No","Tim Lincecum",110,89,3.74,27.5,278,270,10,7,1,0,1682,7120,1506,746,699,147,669,33,44,107,7,1736,9.29,3.58,2.59,8.06,0.79,0.235,1.29,0.3,0.732,3.45,98,90,0.29,127,113,115,92,83,93,97,102,101,4,0,2,0,0
"81","martide01",1008161,"SP","0","Steroids",319,763,42,61,"0","No","No","No","No","Dennis Martinez",245,193,3.7,49.1,692,562,122,30,8,0,3999.2,16754,3897,1835,1643,372,1165,70,122,84,31,2149,4.84,2.62,1.84,8.77,0.84,0.252,1.27,0.272,0.718,3.91,94,99,-0.22,89,80,111,98,98,99,93,97,101,4,0,0,0,0
"82","messean01",1008799,"SP","0","Free Agency",136,318,41,15,"0","No","No","No","No","Andy Messersmith",130,99,2.86,34.2,344,295,98,27,15,0,2230.1,9120,1719,812,709,174,831,44,40,70,7,1625,6.56,3.35,1.96,6.94,0.7,0.208,1.14,0.24,0.758,3.28,83,92,-0.42,123,100,124,81,96,85,87,88,104,4,2,0,0,0
"83","myersra01",1009427,"RP","0","Steroids",27,92,5,2,"0","No","No","Yes","No","Randy Myers",44,63,3.19,14.4,728,12,1,0,347,0,884.2,3744,758,338,314,69,396,43,12,32,2,884,8.99,4.03,2.23,7.71,0.7,0.227,1.3,0.289,0.774,3.32,81,83,-0.13,149,123,122,87,83,90,97,101,109,4,0,0,0,0
"84","newcodo01",1009529,"SP","0","Integration",159,313,18,27,"0","No","No","No","No","Don Newcombe",153,96,3.57,36.9,360,305,145,24,7,0,2251.2,9320,2188,1007,893,255,530,21,35,25,3,1187,4.74,2.12,2.24,8.75,1.02,0.25,1.21,0.264,0.729,3.65,88,90,-0.08,109,62,176,98,113,98,88,97,103,4,0,1,1,0
"85","newsobo01",1009546,"SP","0","Integration",112,534,28,32,"0","No","No","No","No","Bobo Newsom",211,222,3.98,55.3,600,483,246,31,21,0,3759.1,16467,3769,1908,1664,206,1732,0,61,60,7,2082,4.98,4.15,1.2,9.02,0.49,0.257,1.46,0.288,0.693,3.91,95,92,0.07,140,111,126,96,88,97,100,102,102,4,0,0,0,0
"86","percitr01",29,"RP","0","Modern",29,23,2,1,"0","No","No","Yes","No","Troy Percival",35,43,3.17,11.5,703,1,0,0,358,20,708.2,2915,479,271,250,85,306,25,27,32,2,781,9.92,3.89,2.55,6.08,1.08,0.186,1.11,0.23,0.781,3.87,69,85,-0.69,157,112,141,65,97,70,77,77,111,4,0,0,0,0
"87","raschvi01",1010702,"SP","0","Integration",84,259,8,20,"0","No","No","No","No","Vic Raschi",132,66,3.72,25.8,269,255,106,26,3,0,1819,7675,1666,828,752,139,727,5,26,44,8,944,4.67,3.6,1.3,8.24,0.69,0.241,1.32,0.262,0.715,3.73,93,94,-0.01,122,88,139,91,98,93,90,96,102,4,0,0,0,0
"88","reardje01",1010741,"RP","0","Steroids",44,75,11,4,"0","No","No","Yes","No","Jeff Reardon",73,77,3.16,10,880,0,0,0,367,0,1132.1,4720,1000,426,397,109,358,65,27,20,4,877,6.97,2.85,2.45,7.95,0.87,0.231,1.2,0.266,0.778,3.49,82,92,-0.34,127,88,144,90,111,91,89,94,109,4,0,0,0,0
"89","rogerke01",1277,"RP","0","Modern",258,743,44,65,"0","No","No","No","No","Kenny Rogers",219,156,4.27,42.5,762,474,36,9,28,0,3302.2,14280,3457,1739,1568,339,1175,53,127,79,23,1968,5.36,3.2,1.67,9.42,0.92,0.266,1.4,0.292,0.705,4.38,93,97,-0.11,87,93,94,101,87,101,99,99,100,4,5,0,0,0
"90","sewelri01",1011768,"RP","0","Integration",142,445,28,27,"0","No","No","No","No","Rip Sewell",143,97,3.48,22,390,243,137,20,15,0,2119.1,9101,2101,983,819,116,748,0,23,30,2,636,2.7,3.18,0.85,8.92,0.49,0.252,1.34,0.262,0.697,3.9,93,100,-0.42,79,96,82,99,96,99,98,96,100,4,0,0,0,0
"91","suttodo01",1012745,"SP","1","Free Agency",334,613,31,42,"0","Yes","Yes","No","No","Don Sutton",324,256,3.26,85.5,774,756,178,58,5,0,5282,21631,4692,2104,1914,472,1343,102,82,112,21,3574,6.09,2.29,2.66,7.99,0.8,0.232,1.14,0.261,0.736,3.24,92,91,0.02,113,71,158,91,104,92,86,94,102,4,0,0,0,0
"92","vandejo01",1013350,"SP","0","Integration",82,404,29,30,"0","No","No","No","No","Johnny Vander Meer",119,121,3.44,24.8,346,285,131,29,2,0,2104.2,9034,1799,915,805,100,1132,0,21,37,3,1294,5.53,4.84,1.14,7.69,0.43,0.228,1.39,0.262,0.724,3.75,94,98,-0.3,156,145,108,85,75,89,101,96,104,4,0,0,0,0
"93","wyattwh01",1014304,"RP","0","Integration",74,316,18,15,"0","No","No","No","No","Whit Wyatt",106,95,3.79,24.4,360,210,97,17,13,0,1761,7521,1684,860,741,98,642,0,33,24,2,872,4.46,3.28,1.36,8.61,0.5,0.246,1.32,0.27,0.675,3.74,94,91,0.05,130,96,134,92,97,94,93,97,99,4,0,0,0,0
"94","aguilri01",1000086,"RP","0","Steroids",99,177,5,9,"0","No","No","Yes","No","Rick Aguilera",86,81,3.57,19.2,732,89,10,0,318,0,1291.1,5391,1233,568,512,138,351,42,36,53,10,1030,7.18,2.45,2.93,8.59,0.96,0.246,1.23,0.285,0.737,3.62,86,87,-0.05,121,71,171,95,101,96,89,99,104,3,0,0,0,0
"95","beckejo02",510,"SP","0","Modern",132,221,19,12,"0","No","No","No","No","Josh Beckett",138,106,3.88,36.3,335,332,12,6,0,0,2051,8580,1897,957,884,238,629,28,76,59,3,1901,8.34,2.76,3.02,8.32,1.04,0.241,1.23,0.289,0.725,3.78,90,91,0.1,122,85,144,92,102,93,90,98,101,3,0,0,0,1
"96","beckro01",1730,"RP","0","Steroids",39,96,4,7,"0","No","No","No","No","Rod Beck",38,45,3.3,6.9,704,0,0,0,286,0,768,3170,703,308,282,97,191,33,20,23,3,644,7.55,2.24,3.37,8.24,1.14,0.238,1.16,0.273,0.779,3.83,81,91,-0.52,119,67,175,91,117,92,85,94,109,3,0,0,0,0
"97","bellhe01",2080,"RP","0","Modern",40,83,1,9,"0","No","No","No","No","Heath Bell",38,32,3.49,9.9,590,0,0,0,168,41,628.2,2635,584,258,244,48,214,21,16,27,1,637,9.12,3.06,2.98,8.36,0.69,0.243,1.27,0.312,0.745,3.17,89,79,0.33,129,94,138,94,70,96,94,106,103,3,0,0,0,0
"98","carpech01",1292,"SP","0","Modern",185,251,10,32,"0","No","No","No","No","Chris Carpenter",144,94,3.76,37.9,350,332,33,15,0,0,2219.1,9305,2205,1021,927,220,627,23,85,51,3,1697,6.88,2.54,2.71,8.94,0.89,0.257,1.28,0.297,0.727,3.8,86,88,-0.04,102,75,136,98,83,99,91,101,102,3,0,1,0,0
"99","facero01",1003891,"RP","0","Expansion",104,212,14,15,"0","No","No","No","No","Roy Face",104,95,3.48,10.2,848,27,6,0,193,0,1375,5691,1347,591,531,141,362,106,14,32,2,877,5.74,2.37,2.42,8.82,0.92,0.253,1.24,0.281,0.742,3.38,92,91,0.1,110,76,146,100,105,101,94,102,103,3,0,0,0,0
"100","gagneer01",650,"RP","0","Modern",38,64,1,4,"0","No","No","No","No","Eric Gagne",33,26,3.47,14,402,48,0,0,187,17,643.2,2664,518,268,248,76,226,13,33,18,1,718,10.04,3.16,3.18,7.24,1.06,0.215,1.16,0.274,0.759,3.59,83,80,-0.12,148,90,162,80,96,83,83,94,106,3,0,1,0,0
"101","gordoto01",282,"RP","0","Modern",185,268,20,23,"0","No","No","No","No","Tom Gordon",138,126,3.96,34.7,890,203,18,4,158,30,2108,9058,1889,1016,927,176,977,57,38,112,5,1928,8.23,4.17,1.97,8.06,0.75,0.235,1.36,0.288,0.71,3.71,89,86,0.25,136,119,113,87,76,90,96,99,101,3,0,0,0,0
"102","haddiha01",1005184,"RP","0","Expansion",115,358,21,24,"0","No","No","No","No","Harvey Haddix",136,113,3.63,39.7,453,285,99,20,21,0,2235,9330,2154,1012,901,240,601,77,43,58,3,1575,6.34,2.42,2.62,8.67,0.97,0.248,1.23,0.279,0.725,3.34,93,86,0.29,129,73,178,97,103,98,91,102,101,3,3,0,0,0
"103","harenda01",1757,"SP","0","Modern",156,237,10,20,"0","No","No","No","No","Dan Haren",153,131,3.75,40.4,391,380,16,6,1,0,2419.2,10022,2357,1105,1009,305,500,39,67,98,5,2013,7.49,1.86,4.03,8.77,1.13,0.249,1.18,0.288,0.729,3.78,92,92,-0.03,107,59,183,98,114,98,88,98,101,3,0,0,0,0
"104","hentgpa01",145,"SP","0","Steroids",131,237,14,22,"0","No","No","No","No","Pat Hentgen",131,112,4.32,23.7,344,306,34,10,1,0,2075.1,8925,2111,1076,996,269,775,29,49,65,10,1290,5.59,3.36,1.66,9.15,1.17,0.261,1.39,0.282,0.727,4.73,93,102,-0.41,90,94,97,97,107,98,96,95,104,3,0,1,0,0
"105","hernawi01",1005714,"RP","0","Free Agency",58,169,4,12,"0","No","No","No","No","Willie Hernandez",70,63,3.38,10.7,744,11,0,0,147,0,1044.2,4367,952,431,392,97,349,79,25,37,10,788,6.79,3.01,2.26,8.2,0.84,0.238,1.25,0.275,0.752,3.51,85,88,-0.13,127,93,137,92,101,94,92,98,105,3,0,1,1,0
"106","hershor01",1005741,"SP","0","Steroids",332,569,51,44,"0","No","No","No","No","Orel Hershiser",204,150,3.48,48,510,466,68,25,5,0,3130.1,13150,2939,1367,1211,235,1007,108,117,121,23,2014,5.79,2.9,2,8.45,0.68,0.244,1.26,0.277,0.722,3.69,89,93,-0.2,97,87,111,95,76,96,93,97,101,3,1,1,0,1
"107","jenkife01",1006388,"SP","1","Free Agency",363,660,49,45,"0","No","Yes","No","No","Fergie Jenkins",284,226,3.34,80.1,664,594,267,49,7,0,4500.2,18400,4142,1853,1669,484,997,116,84,62,18,3192,6.38,1.99,3.2,8.28,0.97,0.239,1.14,0.268,0.741,3.28,87,88,0.06,120,63,191,95,130,95,86,97,103,3,0,1,0,0
"108","kaatji01",1006660,"RP","1","Free Agency",262,744,56,65,"0","No","No","No","No","Jim Kaat",283,237,3.45,70.9,898,625,180,31,18,0,4530.1,19023,4620,2038,1738,395,1083,116,122,128,6,2461,4.89,2.15,2.27,9.18,0.78,0.259,1.26,0.282,0.718,3.41,93,91,0.04,89,65,136,108,99,106,96,104,99,3,16,0,0,0
"109","kileda01",1163,"SP","0","Steroids",136,287,27,22,"0","No","No","No","No","Darryl Kile",133,119,4.12,27.1,359,331,28,9,0,0,2165.1,9430,2135,1099,992,214,918,41,117,98,19,1668,6.93,3.82,1.82,8.87,0.89,0.254,1.41,0.295,0.722,4.24,96,100,-0.12,105,113,94,99,90,99,102,101,101,3,0,0,0,0
"110","lolicmi01",1007712,"SP","0","Free Agency",100,448,38,16,"0","No","No","No","No","Mickey Lolich",217,191,3.44,64.6,586,496,195,41,11,0,3638.1,15140,3366,1537,1390,347,1099,67,92,124,8,2832,7.01,2.72,2.58,8.33,0.86,0.241,1.23,0.28,0.742,3.2,96,87,0.24,127,83,153,99,111,99,95,104,101,3,0,0,0,1
"111","lylesp01",1007859,"RP","0","Free Agency",54,198,21,12,"0","No","No","No","No","Sparky Lyle",99,76,2.88,14.5,898,0,0,0,238,0,1390.1,5796,1292,519,445,84,481,81,14,68,10,873,5.65,3.11,1.82,8.36,0.54,0.244,1.28,0.278,0.76,3.19,78,85,-0.31,110,95,116,97,72,98,96,101,105,3,0,1,0,0
"112","matlajo01",1008246,"SP","0","Free Agency",68,346,21,14,"0","No","No","No","No","Jon Matlack",125,126,3.18,44.9,361,318,97,30,3,0,2363,9789,2276,970,836,161,638,69,26,68,9,1516,5.77,2.43,2.38,8.67,0.61,0.249,1.23,0.284,0.726,3.06,87,84,0.13,115,74,155,98,82,98,92,102,101,3,0,0,0,0
"113","mcdowja01",1008473,"SP","0","Steroids",139,245,13,12,"0","No","No","No","No","Jack McDowell",127,87,3.85,33.6,277,275,62,13,0,0,1889,7966,1854,874,809,173,606,29,48,63,5,1311,6.25,2.89,2.16,8.83,0.82,0.254,1.3,0.288,0.721,3.8,90,89,0.06,107,82,131,96,86,97,92,99,102,3,0,1,0,0
"114","mclaide01",1008603,"SP","0","Expansion",154,212,13,15,"0","No","No","No","No","Denny McLain",131,91,3.39,20.1,280,264,105,29,2,0,1886,7719,1646,778,711,242,548,24,26,27,9,1282,6.12,2.62,2.34,7.85,1.15,0.23,1.16,0.25,0.767,3.72,98,104,-0.33,105,81,129,97,145,97,92,95,104,3,0,2,1,0
"115","mcnalda01",1008655,"SP","0","Expansion",97,417,21,37,"0","No","No","No","No","Dave McNally",184,119,3.24,33.6,424,396,120,33,2,0,2730,11229,2488,1070,982,230,826,56,72,59,11,1512,4.98,2.72,1.83,8.2,0.76,0.241,1.21,0.263,0.756,3.49,94,99,-0.26,88,83,106,99,97,100,94,98,103,3,0,0,0,0
"116","montgje01",1009071,"RP","0","Steroids",86,103,6,9,"0","No","No","Yes","No","Jeff Montgomery",46,52,3.27,12.1,700,1,0,0,304,0,868.2,3637,785,347,316,81,296,40,26,33,10,733,7.59,3.07,2.48,8.13,0.84,0.237,1.24,0.281,0.765,3.59,73,84,-0.31,130,88,148,88,84,91,88,97,108,3,0,0,0,0
"117","nenro01",1123,"RP","0","Steroids",44,69,7,8,"0","No","No","Yes","No","Robb Nen",45,42,2.98,18.1,643,4,0,0,314,8,715,2983,607,266,237,51,260,41,7,36,3,793,9.98,3.27,3.05,7.64,0.64,0.223,1.21,0.297,0.758,2.92,72,68,0.06,149,95,156,84,63,87,87,101,106,3,0,0,0,0
"118","osteecl01",1009878,"SP","0","Expansion",159,699,26,37,"0","No","No","No","No","Claude Osteen",196,195,3.3,38.9,541,488,140,40,1,0,3460.1,14433,3471,1435,1268,249,940,93,45,67,6,1612,4.19,2.44,1.71,9.03,0.65,0.258,1.27,0.278,0.736,3.38,96,101,-0.09,73,77,94,106,83,105,98,101,101,3,0,0,0,0
"119","oswalro01",571,"SP","0","Modern",168,310,9,31,"0","No","No","No","No","Roy Oswalt",163,102,3.36,52.6,365,341,20,8,0,0,2245.1,9301,2199,897,838,197,520,34,80,30,7,1852,7.42,2.08,3.56,8.81,0.79,0.253,1.21,0.301,0.754,3.37,79,78,-0.01,108,62,173,98,77,99,88,103,105,3,0,0,0,0
"120","peavyja01",1051,"SP","0","Modern",183,270,16,20,"1","No","No","No","No","Jake Peavy",152,126,3.63,43.7,388,377,15,6,0,0,2377,9838,2134,1011,960,259,708,42,78,46,14,2207,8.36,2.68,3.12,8.08,0.98,0.236,1.2,0.285,0.747,3.65,90,89,-0.01,119,82,145,90,95,93,88,97,103,3,0,1,0,0
"121","perryji01",1010213,"SP","0","Expansion",191,506,29,33,"0","No","No","No","No","Jim Perry",215,174,3.45,37.5,630,447,109,32,10,0,3285.2,13732,3127,1407,1258,308,998,93,80,56,3,1575,4.31,2.73,1.58,8.57,0.84,0.247,1.26,0.262,0.741,3.78,94,100,-0.33,79,81,97,102,101,101,96,97,102,3,0,1,0,0
"122","pettian01",840,"SP","0","Modern",130,543,35,35,"0","No","No","No","No","Andy Pettitte",256,153,3.85,68.2,531,521,26,4,0,0,3316,14074,3448,1572,1418,288,1031,42,55,69,11,2448,6.64,2.8,2.37,9.36,0.78,0.265,1.35,0.308,0.717,3.74,86,83,0.11,102,81,124,101,71,101,95,104,101,3,0,0,0,0
"123","plesada01",1319,"RP","0","Steroids",9,100,3,6,"0","No","No","No","No","Dan Plesac",65,71,3.64,16.9,1064,14,0,0,158,5,1072,4540,977,478,433,105,402,54,17,41,10,1041,8.74,3.38,2.59,8.2,0.88,0.237,1.29,0.293,0.735,3.46,86,83,0.18,143,99,144,90,92,92,93,101,104,3,0,0,0,0
"124","podrejo01",1010406,"SP","0","Expansion",80,313,18,24,"0","No","No","No","No","Johnny Podres",148,116,3.68,29.7,440,340,77,24,11,0,2265,9571,2239,1026,925,242,743,70,28,66,8,1435,5.7,2.95,1.93,8.9,0.96,0.254,1.32,0.28,0.743,3.65,97,97,0.02,109,92,120,101,108,101,99,102,103,3,0,0,0,1
"125","quiseda01",1010622,"RP","0","Free Agency",97,264,13,22,"0","No","No","No","No","Dan Quisenberry",56,46,2.77,14.5,674,0,0,0,244,0,1043.1,4247,1064,357,321,59,162,70,7,4,5,379,3.27,1.4,2.34,9.18,0.51,0.261,1.18,0.276,0.762,3.24,70,82,-0.47,63,43,147,102,58,102,86,99,107,3,0,0,0,0
"126","reuscri01",1010852,"SP","0","Free Agency",328,667,29,39,"0","No","No","No","No","Rick Reuschel",214,191,3.37,68.2,557,529,102,26,5,0,3548.1,14888,3588,1494,1330,221,935,117,88,89,10,2015,5.11,2.37,2.16,9.1,0.56,0.259,1.27,0.29,0.725,3.22,88,85,0.15,95,73,132,105,80,104,96,104,101,3,2,0,0,0
"127","rowesc01",1011259,"SP","0","Integration",97,421,14,24,"0","No","No","No","No","Schoolboy Rowe",158,101,3.87,39.5,382,278,137,22,12,0,2219.1,9398,2332,1075,955,132,558,0,27,22,5,913,3.7,2.26,1.64,9.46,0.54,0.265,1.3,0.283,0.674,3.66,91,85,0.21,106,61,175,99,89,99,88,100,100,3,0,0,0,0
"128","saberbr01",1011355,"SP","0","Steroids",203,415,24,26,"0","No","No","No","No","Bret Saberhagen",167,117,3.34,55.3,399,371,76,16,1,0,2562.2,10421,2452,1036,952,218,471,34,59,53,12,1715,6.02,1.65,3.64,8.61,0.77,0.248,1.14,0.281,0.727,3.27,80,81,0.07,104,50,208,95,81,96,83,98,102,3,1,2,0,1
"129","sainjo01",1011373,"RP","0","Integration",127,371,19,18,"0","No","No","No","No","Johnny Sain",139,116,3.49,24.2,412,245,140,16,51,0,2125.2,8998,2145,947,824,180,619,4,30,20,8,910,3.85,2.62,1.47,9.08,0.76,0.257,1.3,0.271,0.727,3.73,93,97,-0.24,101,73,139,101,107,100,93,100,103,3,0,0,0,0
"130","schmija01",1131,"SP","0","Modern",91,163,11,6,"0","No","No","No","No","Jason Schmidt",130,96,3.96,37.5,323,314,20,9,0,0,1996.1,8532,1846,958,878,184,792,35,52,93,11,1758,7.93,3.57,2.22,8.32,0.83,0.24,1.32,0.289,0.712,3.79,92,88,0.17,117,104,113,92,78,93,95,99,100,3,0,0,0,0
"131","scottmi03",1011691,"SP","0","Free Agency",156,299,23,12,"0","No","No","No","No","Mike Scott",124,108,3.54,28.6,347,319,45,22,3,0,2068.2,8571,1858,908,813,173,627,53,33,39,19,1469,6.39,2.73,2.34,8.08,0.75,0.235,1.2,0.269,0.707,3.38,100,96,0.15,112,85,133,94,103,94,91,96,98,3,0,1,0,0
"132","shantbo01",1011804,"RP","0","Expansion",174,468,16,48,"0","No","No","No","No","Bobby Shantz",119,99,3.38,28.8,537,171,78,15,48,0,1935.2,8045,1795,817,726,151,643,53,41,29,6,1072,4.98,2.99,1.67,8.35,0.7,0.244,1.26,0.268,0.733,3.46,84,87,-0.08,111,79,138,94,92,96,90,98,103,3,8,0,1,0
"133","simmocu01",1011980,"SP","0","Expansion",127,514,23,26,"0","No","No","No","No","Curt Simmons",193,183,3.54,54.5,569,462,163,36,5,0,3348.1,14144,3313,1551,1318,255,1063,62,53,39,4,1697,4.56,2.86,1.6,8.91,0.69,0.254,1.31,0.276,0.707,3.49,91,90,0.05,96,87,112,101,80,101,97,101,99,3,0,0,0,0
"134","sotoma01",1012289,"SP","0","Free Agency",95,203,22,8,"0","No","No","No","No","Mario Soto",100,92,3.47,24.3,297,224,72,13,4,0,1730.1,7147,1395,732,667,172,657,50,28,36,20,1449,7.54,3.42,2.21,7.26,0.89,0.216,1.19,0.253,0.733,3.53,93,95,-0.06,140,107,131,84,128,86,90,90,102,3,0,0,0,0
"135","sutclri01",1012734,"SP","0","Steroids",211,404,17,25,"0","No","No","No","No","Rick Sutcliffe",171,139,4.08,33.2,457,392,72,18,6,0,2697.2,11548,2662,1324,1223,236,1081,75,46,100,38,1679,5.6,3.61,1.55,8.88,0.79,0.255,1.39,0.285,0.713,3.93,104,100,0.15,102,111,92,101,100,101,103,102,100,3,0,1,0,0
"136","tananfr01",1012818,"SP","0","Free Agency",226,638,19,40,"0","No","No","No","No","Frank Tanana",240,236,3.66,58.5,638,616,143,34,1,0,4188.1,17641,4063,1910,1704,448,1255,116,129,119,27,2773,5.96,2.7,2.21,8.73,0.96,0.25,1.27,0.277,0.734,3.79,94,96,-0.13,116,82,141,97,117,97,93,99,103,3,0,0,0,0
"137","tiantlu01",1013054,"SP","0","Free Agency",221,389,35,31,"0","No","No","No","No","Luis Tiant",229,172,3.3,54.8,573,484,187,49,15,0,3486.1,14365,3075,1400,1280,346,1104,53,49,27,4,2416,6.24,2.85,2.19,7.94,0.89,0.233,1.2,0.261,0.755,3.47,87,92,-0.16,117,87,133,93,115,94,91,96,104,3,0,0,0,0
"138","valvejo01",1726,"RP","0","Modern",34,25,8,2,"0","No","No","No","No","Jose Valverde",27,33,3.27,8.5,626,0,0,0,288,40,630.1,2646,490,255,229,67,264,31,26,24,3,692,9.88,3.77,2.62,7,0.96,0.208,1.2,0.265,0.765,3.66,76,85,-0.39,144,115,126,78,93,81,88,90,106,3,0,0,0,0
"139","violafr01",1013435,"SP","0","Steroids",84,371,32,19,"0","No","No","No","No","Frank Viola",176,150,3.73,42.8,421,420,74,16,0,0,2836.1,11933,2827,1303,1175,294,864,39,48,86,12,1844,5.85,2.74,2.13,8.97,0.93,0.257,1.3,0.285,0.732,3.81,90,94,-0.09,106,82,128,100,104,100,95,101,103,3,0,1,0,1
"140","wellsda01",855,"SP","0","Modern",149,451,30,25,"0","No","No","No","No","David Wells",239,157,4.13,58.3,660,489,54,12,13,0,3439,14413,3635,1702,1578,407,719,65,83,101,17,2201,5.76,1.88,3.06,9.51,1.07,0.267,1.27,0.293,0.707,3.99,93,90,0.14,94,54,173,102,102,101,89,100,100,3,0,0,0,0
"141","wettejo01",1013815,"RP","0","Steroids",27,60,12,2,"0","No","No","Yes","No","John Wetteland",48,45,2.93,16.1,618,17,0,0,330,0,765,3145,616,287,249,73,252,30,16,40,1,804,9.46,2.96,3.19,7.25,0.86,0.214,1.13,0.272,0.764,3.2,70,75,-0.27,155,88,178,79,89,83,82,94,108,3,0,0,0,1
"142","woodwi01",1014248,"RP","0","Free Agency",84,523,14,26,"0","No","No","No","No","Wilbur Wood",164,156,3.24,36.9,651,297,114,24,57,0,2684,11154,2582,1130,965,209,724,71,63,72,6,1411,4.73,2.43,1.95,8.66,0.7,0.249,1.23,0.271,0.728,3.37,88,92,-0.13,90,74,122,102,93,101,94,100,100,3,0,0,0,0
"143","worreto01",1014259,"RP","0","Steroids",30,82,4,9,"0","No","No","No","No","Todd Worrell",50,52,3.09,7.5,616,0,0,0,256,0,693.2,2893,608,264,238,65,247,67,7,23,7,628,8.15,3.2,2.54,7.89,0.84,0.23,1.23,0.279,0.776,3.42,82,90,-0.33,133,98,135,90,101,92,92,98,108,3,0,0,0,0
"144","zambrca01",305,"SP","0","Modern",168,290,25,29,"0","No","No","No","No","Carlos Zambrano",132,91,3.66,30.9,354,302,10,5,0,0,1959,8389,1709,879,797,161,898,41,102,58,5,1637,7.52,4.13,1.82,7.85,0.74,0.231,1.33,0.277,0.737,4.01,85,93,-0.35,109,123,89,87,72,90,97,94,102,3,0,0,0,0
"145","zitoba01",944,"SP","0","Modern",86,322,15,17,"0","No","No","No","No","Barry Zito",165,143,4.04,30.2,433,421,12,5,0,0,2576.2,11001,2381,1254,1157,282,1064,52,97,50,8,1885,6.58,3.72,1.77,8.32,0.98,0.242,1.34,0.274,0.727,4.39,97,104,-0.35,99,114,87,91,95,94,97,93,102,3,0,1,0,0
