"","playerID","fg_playerID","POS","inducted","play_era","PO","A","E","DP","Pitching Triple Crown","300_wins","3000_so","300_sv","ped_use","Name","W","L","ERA","WAR","G","GS","CG","ShO","SV","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","K/9","BB/9","K/BB","H/9","HR/9","AVG","WHIP","BABIP","LOB%","FIP","ERA-","FIP-","E-F","K/9+","BB/9+","K/BB+","H/9+","HR/9+","AVG+","WHIP+","BABIP+","LOB%+","all_star_appearances","num_gold_gloves","num_cy_young","num_mvp","num_ws_mvp"
"146","barbest01",1000530,"RP","0","Expansion",106,372,38,31,"0","No","No","No","No","Steve Barber",121,106,3.36,22.7,466,272,59,21,13,0,1999,8592,1818,870,747,125,950,59,42,90,6,1309,5.89,4.28,1.38,8.19,0.56,0.239,1.38,0.275,0.736,3.52,96,99,-0.16,105,129,82,98,67,99,107,103,101,2,0,0,0,0
"147","benitar01",865,"RP","0","Modern",31,40,7,1,"0","No","No","No","No","Armando Benitez",40,47,3.13,9.9,762,0,0,0,289,36,779,3253,545,296,271,95,403,32,16,18,5,946,10.93,4.66,2.35,6.3,1.1,0.192,1.22,0.251,0.804,3.86,71,87,-0.73,166,133,126,68,100,74,86,85,113,2,0,0,0,0
"148","blylebe01",1001098,"SP","1","Free Agency",287,662,30,48,"0","No","Yes","No","No","Bert Blyleven",287,250,3.31,102.9,692,685,242,60,0,0,4970,20491,4632,2029,1830,430,1322,71,155,114,19,3701,6.7,2.39,2.8,8.39,0.78,0.244,1.2,0.282,0.741,3.19,85,82,0.12,129,73,176,95,95,96,89,102,103,2,0,0,0,0
"149","brechha01",1001375,"SP","0","Integration",78,376,8,22,"0","No","No","No","No","Harry Brecheen",133,92,2.92,35.5,318,240,125,25,18,0,1907.2,7821,1731,701,618,117,536,0,37,18,5,901,4.25,2.53,1.68,8.17,0.55,0.239,1.19,0.259,0.749,3.37,75,83,-0.45,116,72,161,91,83,93,85,95,107,2,0,0,0,0
"150","burdele01",1001662,"RP","0","Expansion",245,622,27,55,"0","No","No","No","No","Lew Burdette",203,144,3.66,29.3,626,373,158,33,31,0,3067.1,12745,3186,1400,1246,289,628,63,56,23,7,1074,3.15,1.84,1.71,9.35,0.85,0.264,1.24,0.271,0.713,3.68,101,103,-0.03,63,57,110,106,94,105,93,99,99,2,0,0,0,1
"151","carrocl02",1001997,"RP","0","Free Agency",60,310,11,24,"0","No","No","No","No","Clay Carroll",96,73,2.94,9.5,731,28,1,0,143,0,1353.1,5675,1296,506,442,67,442,112,37,41,5,681,4.53,2.94,1.54,8.62,0.45,0.249,1.28,0.276,0.755,3.24,83,93,-0.3,81,93,87,100,60,101,98,100,104,2,0,0,0,0
"152","culpra01",1002869,"SP","0","Expansion",135,237,22,15,"0","No","No","No","No","Ray Culp",122,101,3.58,22.8,322,268,80,22,1,0,1898.1,8066,1677,863,755,188,752,58,70,73,3,1411,6.69,3.57,1.88,7.95,0.89,0.232,1.28,0.264,0.732,3.61,101,100,-0.03,117,116,103,95,115,96,101,98,100,2,0,0,0,0
"153","daviscu01",1003043,"RP","0","Integration",146,616,21,39,"0","No","No","No","No","Curt Davis",158,131,3.42,33,429,281,141,24,33,0,2325,9752,2459,1033,884,142,479,0,47,20,2,684,2.65,1.85,1.43,9.52,0.55,0.267,1.26,0.276,0.701,3.81,87,92,-0.39,78,61,128,102,111,102,92,99,102,2,0,0,0,0
"154","davisma01",1003067,"RP","0","Steroids",29,151,16,10,"0","No","No","No","No","Mark Davis",51,84,4.17,7.1,624,85,4,2,96,0,1145,4955,1068,582,530,129,534,63,28,63,12,1007,7.92,4.2,1.89,8.39,1.01,0.243,1.4,0.288,0.723,3.97,112,105,0.19,139,128,107,96,135,97,105,102,101,2,0,1,0,0
"155","dierkla01",1003288,"SP","0","Free Agency",152,287,23,16,"0","No","No","No","No","Larry Dierker",139,123,3.31,31.1,356,329,106,25,1,0,2333.2,9661,2130,948,857,184,711,43,50,103,10,1493,5.76,2.74,2.1,8.21,0.71,0.239,1.22,0.269,0.738,3.26,96,97,0.05,103,87,120,96,98,97,93,97,102,2,0,0,0,0
"156","fernasi01",1004001,"SP","0","Steroids",25,160,6,5,"0","No","No","No","No","Sid Fernandez",114,96,3.36,28.9,307,300,25,9,1,0,1866.2,7668,1421,749,696,191,715,33,41,22,19,1743,8.4,3.45,2.44,6.85,0.92,0.206,1.14,0.247,0.748,3.52,90,92,-0.17,143,106,134,79,113,82,86,88,104,2,0,0,0,0
"157","ferrewe01",1004010,"SP","0","Integration",122,532,17,30,"0","No","No","No","No","Wes Ferrell",193,128,4.04,38.2,374,323,227,17,13,0,2623,11568,2845,1382,1177,132,1040,0,23,35,6,985,3.38,3.57,0.95,9.76,0.45,0.271,1.48,0.289,0.678,4.3,87,93,-0.26,101,98,103,98,77,98,98,99,104,2,0,0,0,0
"158","forscke01",1004234,"RP","0","Free Agency",134,305,26,24,"0","No","No","No","No","Ken Forsch",114,113,3.37,26.1,521,241,70,18,51,0,2127.1,8851,2071,880,796,155,586,68,47,43,7,1047,4.43,2.48,1.79,8.76,0.66,0.252,1.25,0.273,0.733,3.49,93,96,-0.12,85,76,111,100,87,100,93,98,102,2,0,0,0,0
"159","frymawo01",1004381,"RP","0","Free Agency",97,389,6,25,"0","No","No","No","No","Woodie Fryman",141,155,3.77,29.3,625,322,68,27,58,0,2411.1,10291,2367,1135,1010,187,890,79,68,68,17,1587,5.92,3.32,1.78,8.83,0.7,0.254,1.35,0.288,0.715,3.44,104,98,0.33,110,105,104,103,98,102,103,104,99,2,0,0,0,0
"160","grantmu01",1004952,"RP","0","Expansion",162,376,19,40,"0","No","No","No","No","Mudcat Grant",145,119,3.63,13,571,293,89,18,53,0,2441.2,10293,2292,1105,985,292,849,59,33,60,3,1267,4.67,3.13,1.49,8.45,1.08,0.244,1.29,0.255,0.748,4.14,100,112,-0.51,85,94,90,100,123,100,99,95,103,2,0,0,0,0
"161","guarded01",727,"RP","0","Modern",28,86,4,4,"0","No","No","No","No","Eddie Guardado",46,61,4.31,6.4,908,25,0,0,187,32,944.2,4011,894,476,452,138,348,39,16,25,2,798,7.6,3.32,2.29,8.52,1.31,0.245,1.31,0.279,0.734,4.45,92,98,-0.14,121,95,126,91,119,93,92,94,104,2,0,0,0,0
"162","hamptmi01",430,"SP","0","Modern",144,476,27,42,"0","No","No","No","No","Mike Hampton",148,115,4.06,27.8,419,355,21,9,1,0,2268.1,9824,2370,1157,1024,200,901,49,49,75,13,1387,5.5,3.57,1.54,9.4,0.79,0.267,1.44,0.298,0.712,4.27,94,99,-0.21,81,103,79,104,76,104,104,102,100,2,1,0,0,0
"163","henketo01",1005649,"RP","0","Steroids",43,67,2,4,"0","No","No","Yes","No","Tom Henke",41,42,2.67,20.6,642,0,0,0,311,0,789.2,3194,607,252,234,64,255,29,9,30,3,861,9.81,2.91,3.38,6.92,0.73,0.207,1.09,0.271,0.792,2.72,64,66,-0.06,173,86,201,77,79,80,79,95,112,2,0,0,0,0
"164","hernali01",1116,"SP","0","Modern",211,601,15,65,"0","No","No","No","No","Livan Hernandez",178,177,4.44,34,519,474,50,9,1,1,3189,13816,3525,1686,1572,362,1066,86,78,41,13,1976,5.58,3.01,1.85,9.95,1.02,0.278,1.44,0.306,0.717,4.4,105,103,0.04,82,88,93,110,98,108,104,104,100,2,0,0,0,1
"165","hernaro01",605,"RP","0","Modern",53,127,17,8,"0","No","No","Yes","No","Roberto Hernandez",67,71,3.45,14.3,1010,3,0,0,326,25,1071.1,4632,1002,475,411,96,462,53,35,51,1,945,7.94,3.88,2.05,8.42,0.81,0.242,1.37,0.293,0.75,3.86,77,87,-0.41,127,111,116,90,76,92,96,99,106,2,0,0,0,0
"166","holtzke01",1005989,"SP","0","Free Agency",117,471,26,27,"0","No","No","No","No","Ken Holtzman",174,150,3.49,37.2,451,410,127,31,3,0,2867.1,12069,2787,1273,1111,249,910,70,49,97,2,1601,5.03,2.86,1.76,8.75,0.78,0.251,1.29,0.274,0.728,3.57,96,98,-0.08,92,90,102,101,108,101,98,99,101,2,0,0,0,0
"167","honeyri01",1005992,"RP","0","Steroids",99,428,32,21,"0","No","No","No","No","Rick Honeycutt",109,143,3.72,23.5,797,268,47,11,38,0,2160,9141,2183,1034,893,185,657,81,50,45,23,1038,4.32,2.74,1.58,9.1,0.77,0.259,1.31,0.277,0.705,3.9,96,99,-0.18,82,83,98,101,93,101,97,98,99,2,0,0,0,0
"168","isrinja01",1158,"RP","0","Modern",62,144,17,6,"0","No","No","Yes","No","Jason Isringhausen",51,55,3.64,11.2,724,52,3,1,300,48,1007.2,4322,901,450,408,85,437,43,34,53,2,830,7.41,3.9,1.9,8.05,0.76,0.234,1.33,0.278,0.736,3.95,87,92,-0.31,111,115,96,88,72,90,96,95,103,2,0,0,0,0
"169","jacksda02",1006295,"SP","0","Steroids",105,285,30,17,"0","No","No","No","No","Danny Jackson",112,131,4.01,30.6,353,323,44,15,1,0,2072.2,8986,2110,1061,923,133,816,39,50,47,12,1225,5.32,3.54,1.5,9.16,0.58,0.26,1.41,0.292,0.686,3.77,101,95,0.24,91,109,83,103,67,103,105,103,96,2,0,0,0,0
"170","jonesra01",1006582,"SP","0","Free Agency",114,465,18,30,"0","No","No","No","No","Randy Jones",100,123,3.42,21.9,305,285,73,19,2,0,1933,8069,1915,875,735,129,503,88,18,19,6,735,3.42,2.34,1.46,8.92,0.6,0.254,1.25,0.267,0.692,3.56,99,101,-0.14,67,71,94,102,90,101,93,96,96,2,0,1,0,0
"171","kneppbo01",1007031,"SP","0","Free Agency",103,451,30,32,"0","No","No","No","No","Bob Knepper",146,155,3.68,23.9,445,413,78,30,1,0,2708,11488,2737,1258,1106,228,857,78,47,60,13,1473,4.9,2.85,1.72,9.1,0.76,0.259,1.33,0.282,0.717,3.74,105,107,-0.06,90,89,101,105,104,103,100,101,100,2,0,0,0,0
"172","koosmje01",1007103,"SP","0","Free Agency",116,582,42,36,"0","No","No","No","No","Jerry Koosman",222,209,3.36,62.6,612,527,140,33,17,0,3839.1,15996,3635,1608,1433,290,1198,121,71,89,29,2556,5.99,2.81,2.13,8.52,0.68,0.247,1.26,0.282,0.733,3.26,91,90,0.1,114,86,133,97,93,98,94,101,102,2,0,0,0,0
"173","leiteal01",883,"SP","0","Steroids",57,286,14,25,"0","No","No","No","No","Al Leiter",162,132,3.8,36.5,419,382,16,10,2,0,2391,10333,2152,1101,1010,198,1163,53,117,63,20,1974,7.43,4.38,1.7,8.1,0.75,0.238,1.39,0.284,0.739,4.1,89,95,-0.3,114,126,91,89,71,92,99,97,104,2,0,0,0,0
"174","lidgebr01",563,"RP","0","Modern",23,48,5,4,"0","No","No","No","No","Brad Lidge",26,32,3.54,11.5,603,1,0,0,225,45,603.1,2589,492,257,237,57,287,41,34,46,3,799,11.92,4.28,2.78,7.34,0.85,0.217,1.29,0.308,0.758,3.27,82,75,0.27,175,127,138,81,82,84,94,105,105,2,0,0,0,0
"175","lillyte01",833,"SP","0","Modern",67,214,17,5,"0","No","No","No","No","Ted Lilly",130,113,4.14,26.5,356,331,5,3,0,0,1982.2,8390,1827,974,913,293,661,35,63,58,29,1681,7.63,3,2.54,8.29,1.33,0.238,1.25,0.27,0.737,4.41,95,102,-0.26,114,92,124,91,128,92,91,92,103,2,0,0,0,0
"176","lowede01",199,"RP","0","Modern",221,453,17,28,"0","No","No","No","No","Derek Lowe",176,157,4.03,39.4,681,377,10,4,86,0,2671.1,11358,2759,1333,1195,217,794,67,78,55,13,1722,5.8,2.68,2.17,9.3,0.73,0.263,1.33,0.297,0.691,3.83,93,90,0.19,87,81,109,102,70,102,96,101,97,2,0,0,0,0
"177","maglisa01",1007968,"SP","0","Integration",96,280,10,26,"0","No","No","No","No","Sal Maglie",119,62,3.15,24,303,232,93,25,14,0,1723,7182,1591,684,603,169,562,8,44,18,7,862,4.5,2.94,1.53,8.31,0.88,0.242,1.25,0.256,0.772,3.8,79,94,-0.65,107,85,126,93,98,95,91,95,108,2,0,0,0,0
"178","marshmi01",1008144,"RP","0","Free Agency",105,283,15,25,"0","No","No","No","No","Mike Marshall",97,112,3.14,15.1,722,24,3,1,188,0,1386.2,5842,1281,548,484,79,514,52,31,73,7,880,5.71,3.34,1.71,8.31,0.51,0.242,1.29,0.277,0.745,3.23,85,87,-0.09,110,100,110,96,70,97,97,100,103,2,0,1,0,0
"179","mcgratu01",1008545,"RP","0","Free Agency",75,219,23,16,"0","No","No","No","No","Tug McGraw",96,92,3.14,13.4,824,39,5,1,180,0,1514.2,6313,1318,597,528,108,582,128,22,63,4,1109,6.59,3.46,1.91,7.83,0.64,0.231,1.25,0.269,0.748,3.26,86,91,-0.12,122,107,113,90,88,93,95,97,104,2,0,0,0,0
"180","mesajo01",961,"RP","0","Modern",112,197,17,11,"0","No","No","Yes","No","Jose Mesa",80,109,4.36,12.7,1022,95,6,2,321,32,1548.2,6804,1629,811,750,151,651,57,55,75,5,1038,6.03,3.78,1.59,9.47,0.88,0.267,1.47,0.301,0.718,4.31,100,99,0.04,97,108,91,103,86,102,104,103,101,2,0,0,0,0
"181","oroscje01",667,"RP","0","Steroids",61,188,4,13,"0","No","No","No","No","Jesse Orosco",87,80,3.16,12,1252,4,0,0,144,2,1295,5460,1055,512,455,113,581,85,34,40,11,1179,8.19,4.04,2.03,7.33,0.79,0.218,1.26,0.265,0.766,3.61,80,91,-0.45,141,120,118,82,92,85,92,93,107,2,0,0,0,0
"182","pappami01",1009989,"SP","0","Expansion",245,486,23,38,"0","No","No","No","No","Milt Pappas",209,164,3.4,43.8,520,465,129,43,4,0,3186,13198,3046,1331,1203,298,858,89,72,97,6,1728,4.88,2.42,2.01,8.6,0.84,0.248,1.23,0.268,0.743,3.53,92,96,-0.13,88,74,118,101,104,101,94,98,102,2,0,0,0,0
"183","pearsmo01",1010111,"SP","0","Integration",62,285,10,33,"0","No","No","No","No","Monte Pearson",100,61,4,16.1,224,191,94,5,4,0,1429.2,6259,1392,721,635,82,740,0,6,43,1,703,4.43,4.66,0.95,8.76,0.52,0.252,1.49,0.277,0.7,4.43,89,99,-0.44,127,121,106,88,84,92,97,95,106,2,0,0,0,0
"184","pennybr01",535,"SP","0","Modern",132,232,8,22,"0","No","No","No","No","Brad Penny",121,101,4.29,26.7,349,319,4,2,0,0,1925,8218,2030,990,917,194,619,38,53,54,6,1273,5.95,2.89,2.06,9.49,0.91,0.269,1.38,0.302,0.704,4.12,102,97,0.17,87,86,102,105,86,105,100,103,98,2,0,0,0,0
"185","pizarju01",1010382,"RP","0","Expansion",74,299,12,15,"0","No","No","No","No","Juan Pizarro",131,105,3.43,19.2,488,245,79,17,28,0,2034.1,8690,1807,890,776,201,888,67,41,65,2,1522,6.73,3.93,1.71,7.99,0.89,0.233,1.32,0.266,0.752,3.68,96,103,-0.25,122,121,102,94,104,95,101,98,103,2,0,0,0,0
"186","reussje01",1010853,"SP","0","Free Agency",170,603,42,38,"0","No","No","No","No","Jerry Reuss",220,191,3.64,51.7,628,547,127,39,11,0,3670,15582,3734,1701,1484,245,1127,118,59,107,23,1907,4.68,2.76,1.69,9.16,0.6,0.259,1.32,0.285,0.703,3.45,100,95,0.19,87,84,103,105,82,103,99,102,98,2,0,0,0,0
"187","rhoderi01",1010887,"SP","0","Free Agency",173,386,6,23,"0","No","No","No","No","Rick Rhoden",151,125,3.59,35.3,413,380,69,17,1,0,2593.2,10900,2606,1143,1036,198,801,62,39,80,31,1419,4.92,2.78,1.77,9.04,0.69,0.259,1.31,0.285,0.727,3.59,97,96,0,90,85,106,104,93,103,99,102,101,2,0,0,0,0
"188","richepe01",1010922,"RP","0","Expansion",53,168,18,14,"0","No","No","No","No","Pete Richert",80,73,3.19,11.4,429,122,22,3,51,0,1165.2,4817,959,463,413,116,424,46,16,33,5,925,7.14,3.27,2.18,7.4,0.9,0.219,1.19,0.253,0.757,3.37,96,98,-0.18,123,103,120,90,111,92,94,95,104,2,0,0,0,0
"189","righeda01",1010958,"RP","0","Steroids",35,150,12,10,"0","No","No","No","No","Dave Righetti",82,79,3.46,23.9,718,89,13,2,252,0,1403.2,5988,1287,602,540,95,591,48,21,40,19,1112,7.13,3.79,1.88,8.25,0.61,0.239,1.34,0.286,0.734,3.38,88,85,0.08,136,116,117,92,68,93,98,101,103,2,0,0,0,0
"190","russeje01",1011314,"RP","0","Steroids",71,192,10,17,"0","No","No","No","No","Jeff Russell",56,73,3.75,11,589,79,11,2,186,0,1099.2,4694,1065,525,458,100,415,43,28,46,12,693,5.67,3.4,1.67,8.72,0.82,0.251,1.35,0.279,0.719,3.96,91,98,-0.22,100,101,100,97,94,98,98,98,101,2,0,0,0,0
"191","ruthba01",1011327,"SP","1","Live Ball",95,354,15,21,"0","No","No","No","No","Babe Ruth",94,46,2.28,12.4,163,148,107,17,4,0,1221.1,4011,974,398,309,10,441,0,29,25,4,488,3.6,3.25,1.11,7.18,0.07,0.216,1.16,0.241,0.732,2.81,82,100,-0.53,102,102,100,87,54,87,91,88,107,2,0,0,1,0
"192","schumha02",1011648,"SP","0","Integration",154,646,24,34,"0","No","No","No","No","Hal Schumacher",158,121,3.36,22.4,391,329,138,27,7,0,2482.1,10571,2424,1080,926,139,902,0,24,54,0,906,3.28,3.27,1,8.79,0.5,0.251,1.34,0.266,0.719,4.09,90,104,-0.74,97,111,86,93,102,95,98,95,105,2,0,0,0,0
"193","seleaa01",34,"SP","0","Modern",119,233,21,16,"0","No","No","No","No","Aaron Sele",148,112,4.61,29.1,404,352,15,9,0,1,2153,9534,2413,1208,1102,225,798,39,112,54,2,1407,5.88,3.34,1.76,10.09,0.94,0.28,1.49,0.313,0.703,4.41,99,97,0.2,94,96,99,107,84,105,104,106,100,2,0,0,0,0
"194","shortch02",1011931,"RP","0","Expansion",112,359,17,22,"0","No","No","No","No","Chris Short",135,132,3.43,30.9,501,308,88,24,18,0,2325,9801,2215,991,886,183,806,74,61,73,6,1629,6.31,3.12,2.02,8.57,0.71,0.248,1.3,0.285,0.74,3.27,96,96,0.16,110,104,104,99,94,100,101,103,102,2,0,0,0,0
"195","siebeso01",1011951,"SP","0","Expansion",159,329,26,28,"0","No","No","No","No","Sonny Siebert",140,114,3.21,33,399,307,67,21,16,0,2152,8951,1919,907,767,197,692,55,54,60,8,1512,6.32,2.89,2.19,8.03,0.82,0.234,1.21,0.265,0.736,3.34,91,92,-0.14,111,88,126,97,104,97,95,99,100,2,0,0,0,0
"196","singebi01",1012007,"SP","0","Free Agency",95,310,34,7,"0","No","No","No","No","Bill Singer",118,127,3.39,32.6,322,308,94,24,2,0,2174,9143,1952,944,819,132,781,50,63,67,11,1515,6.27,3.23,1.94,8.08,0.55,0.235,1.26,0.274,0.709,3.09,100,93,0.3,114,102,112,94,77,95,96,99,98,2,0,0,0,0
"197","troutdi01",1013196,"RP","0","Integration",193,645,50,63,"0","No","No","No","No","Dizzy Trout",170,161,3.23,47.1,521,322,158,28,35,0,2725.2,11615,2641,1166,979,112,1046,0,34,50,7,1256,4.15,3.45,1.2,8.72,0.37,0.251,1.35,0.276,0.717,3.44,81,85,-0.21,113,93,122,97,70,98,96,101,103,2,0,0,0,0
"198","truckvi01",1013203,"RP","0","Integration",156,420,27,14,"0","No","No","No","No","Virgil Trucks",177,135,3.39,41.7,517,328,124,33,30,0,2682.1,11378,2416,1124,1009,188,1088,19,47,63,6,1534,5.15,3.65,1.41,8.11,0.63,0.236,1.31,0.261,0.738,3.56,87,90,-0.18,131,95,138,92,100,93,93,96,104,2,0,0,0,0
"199","vealebo01",1013391,"RP","0","Expansion",37,270,21,19,"0","No","No","No","No","Bob Veale",120,95,3.07,37.3,397,255,78,20,21,0,1926,8163,1684,755,658,91,858,62,29,92,9,1703,7.96,4.01,1.98,7.87,0.43,0.231,1.32,0.291,0.743,2.76,87,83,0.32,137,137,101,92,58,94,103,105,103,2,0,0,0,0
"200","welchbo01",1013750,"SP","0","Steroids",243,394,26,30,"0","No","No","No","No","Bob Welch",211,146,3.47,38.9,506,462,61,28,8,0,3092.1,12956,2894,1310,1191,267,1034,60,79,55,45,1969,5.73,3.01,1.9,8.42,0.78,0.244,1.27,0.273,0.742,3.71,94,99,-0.24,104,91,113,95,100,96,94,97,104,2,0,1,0,0
"201","wiseri01",1014155,"SP","0","Free Agency",206,504,13,46,"0","No","No","No","No","Rick Wise",188,181,3.69,44.9,506,455,138,30,0,0,3127,13157,3227,1455,1281,261,804,83,44,49,8,1647,4.74,2.31,2.05,9.29,0.75,0.262,1.29,0.285,0.706,3.41,100,95,0.27,89,73,123,107,103,105,98,103,98,2,0,0,0,0
"202","wittmi01",1014174,"SP","0","Free Agency",147,298,23,21,"0","No","No","No","No","Mike Witt",117,116,3.83,35.9,341,299,72,11,6,0,2108.1,8927,2066,1012,898,183,713,40,55,73,5,1373,5.86,3.04,1.93,8.82,0.78,0.253,1.32,0.285,0.707,3.68,96,89,0.15,109,92,118,98,86,98,96,101,99,2,0,0,0,0
"203","woodke02",304,"RP","0","Modern",73,123,9,13,"0","No","No","No","No","Kerry Wood",86,75,3.67,23.9,446,178,11,5,63,24,1380,5863,1083,599,563,148,666,22,99,64,6,1582,10.32,4.34,2.38,7.06,0.97,0.212,1.27,0.278,0.761,3.83,86,87,-0.15,152,127,119,78,91,83,92,95,106,2,0,0,0,0
"204","alexado01",1000122,"SP","0","Free Agency",264,521,32,36,"0","No","No","No","No","Doyle Alexander",194,174,3.76,34.9,561,464,98,18,3,0,3367.2,14162,3376,1541,1406,324,978,60,53,73,10,1528,4.08,2.61,1.56,9.02,0.87,0.257,1.29,0.271,0.725,3.95,97,103,-0.2,79,80,98,101,108,101,96,97,101,1,0,0,0,0
"205","allenjo02",1000150,"RP","0","Integration",104,366,21,24,"0","No","No","No","No","Johnny Allen",142,75,3.75,29.4,352,241,109,17,18,0,1950.1,8292,1849,924,813,104,738,0,38,68,5,1070,4.94,3.41,1.45,8.53,0.48,0.246,1.33,0.275,0.686,3.77,89,90,-0.02,145,91,159,88,89,91,89,96,103,1,0,0,0,0
"206","appieke01",3,"SP","0","Steroids",202,225,12,25,"0","No","No","No","No","Kevin Appier",169,137,3.74,50.8,414,402,34,12,0,0,2595.1,10958,2425,1168,1078,232,933,51,79,106,7,1994,6.91,3.24,2.14,8.41,0.8,0.244,1.29,0.284,0.729,3.81,83,86,-0.08,114,91,124,91,76,93,91,97,103,1,0,0,0,0
"207","bedrost01",1000766,"RP","0","Steroids",64,122,10,11,"0","No","No","No","No","Steve Bedrosian",76,79,3.38,6.9,732,46,0,0,184,0,1191,5043,1026,496,447,114,518,75,27,33,4,921,6.96,3.91,1.78,7.75,0.86,0.228,1.3,0.263,0.762,3.86,88,100,-0.48,122,121,101,89,112,91,98,94,106,1,0,1,0,0
"208","bibbyji01",1000945,"SP","0","Free Agency",88,216,20,16,"0","No","No","No","No","Jim Bibby",111,101,3.75,19.7,340,239,56,19,8,0,1722.2,7310,1565,800,718,131,723,38,40,70,13,1079,5.64,3.78,1.49,8.18,0.68,0.239,1.33,0.269,0.713,3.71,101,100,0.04,112,116,96,93,96,94,99,96,99,1,0,0,0,0
"209","billija01",1000970,"RP","0","Free Agency",133,344,17,21,"0","No","No","No","No","Jack Billingham",145,113,3.82,21.9,476,305,74,27,15,0,2230.2,9486,2272,1068,948,176,750,97,98,84,4,1141,4.6,3.03,1.52,9.17,0.71,0.263,1.35,0.286,0.714,3.72,105,103,0.11,86,92,94,105,98,105,101,103,99,1,0,0,0,0
"210","blassst01",1001058,"SP","0","Expansion",137,251,16,19,"0","No","No","No","No","Steve Blass",103,76,3.63,13.4,282,231,57,16,2,0,1597.1,6780,1558,739,644,128,597,49,38,56,4,896,5.05,3.36,1.5,8.78,0.72,0.254,1.35,0.279,0.722,3.61,104,108,0.02,88,109,80,103,99,103,104,101,99,1,0,0,0,0
"211","boddimi01",1001111,"SP","0","Free Agency",245,366,32,37,"0","No","No","No","No","Mike Boddicker",134,116,3.8,31,342,309,63,16,3,0,2123.2,9000,2082,992,897,188,721,39,87,60,8,1330,5.64,3.06,1.84,8.82,0.8,0.254,1.32,0.284,0.723,3.83,93,94,-0.02,103,92,112,98,88,99,96,100,102,1,1,0,0,0
"212","boutoji01",1001241,"RP","0","Free Agency",112,177,15,13,"0","No","No","No","No","Jim Bouton",62,63,3.57,9.3,304,144,34,11,6,0,1238.2,5200,1131,566,492,127,435,27,23,38,4,720,5.23,3.16,1.66,8.22,0.92,0.239,1.26,0.258,0.725,3.83,101,107,-0.25,90,96,93,99,106,99,98,96,99,1,0,0,0,0
"213","breweji01",1001406,"RP","0","Expansion",30,150,10,10,"0","No","No","No","No","Jim Brewer",69,65,3.07,6.6,584,35,1,1,132,0,1040.2,4300,898,401,355,92,360,77,10,41,3,810,7.01,3.11,2.25,7.77,0.8,0.228,1.21,0.266,0.761,3.19,89,96,-0.12,124,101,125,90,103,92,93,96,105,1,0,0,0,0
"214","brownto05",1001566,"SP","0","Steroids",78,245,20,21,"0","No","No","No","No","Tom Browning",123,90,3.94,16.9,302,300,31,12,0,0,1921,8066,1931,913,841,236,511,61,32,25,13,1000,4.69,2.39,1.96,9.05,1.11,0.257,1.27,0.27,0.728,4.21,103,109,-0.27,80,74,109,105,146,103,97,97,101,1,0,0,0,0
"215","campbbi02",1001874,"RP","0","Free Agency",119,172,13,11,"0","No","No","No","No","Bill Campbell",83,68,3.54,12.9,700,9,2,1,126,0,1229.1,5239,1139,550,484,82,495,100,20,47,6,864,6.33,3.62,1.75,8.34,0.6,0.241,1.33,0.28,0.717,3.39,91,88,0.15,125,112,112,94,79,95,99,100,100,1,0,0,0,0
"216","candejo01",1001909,"RP","0","Free Agency",58,339,11,16,"0","No","No","No","No","John Candelaria",177,122,3.33,41.6,600,356,54,13,29,0,2525.2,10366,2399,1038,935,245,592,63,37,28,26,1673,5.96,2.11,2.83,8.55,0.87,0.246,1.18,0.275,0.741,3.41,88,90,-0.08,111,65,169,97,118,98,88,98,103,1,0,0,0,0
"217","colboji01",1002409,"RP","0","Free Agency",114,274,17,18,"0","No","No","No","No","Jim Colborn",83,88,3.8,14.1,301,204,60,8,7,0,1597.1,6742,1619,750,675,153,475,41,41,36,9,688,3.88,2.68,1.45,9.12,0.86,0.26,1.31,0.272,0.721,3.95,102,106,-0.14,77,81,94,104,118,103,98,98,100,1,0,0,0,0
"218","crowdal01",1002820,"SP","0","Live Ball",56,387,7,22,"0","No","No","No","No","Alvin Crowder",167,115,4.12,27.3,402,292,150,16,22,0,2344.1,10106,2453,1204,1072,136,800,0,16,20,3,799,3.07,3.07,1,9.42,0.52,0.264,1.39,0.277,0.671,4.24,95,98,-0.13,96,89,108,95,104,97,94,96,103,1,0,0,0,0
"219","darliro01",1002989,"SP","0","Steroids",177,391,37,37,"0","No","No","No","No","Ron Darling",136,116,3.87,22.6,382,364,37,13,0,0,2360.1,10032,2244,1139,1016,239,906,40,59,97,24,1590,6.06,3.45,1.76,8.56,0.91,0.247,1.33,0.277,0.72,4.03,103,106,-0.16,105,103,101,98,113,98,99,98,101,1,1,0,0,0
"220","dobsopa01",1003345,"RP","0","Free Agency",142,289,19,14,"0","No","No","No","No","Pat Dobson",122,129,3.54,26.2,414,279,74,14,19,0,2120.1,8870,2043,939,833,197,665,76,26,51,5,1301,5.52,2.82,1.96,8.67,0.84,0.25,1.28,0.276,0.73,3.5,99,97,0.03,104,86,122,101,110,101,97,101,101,1,0,0,0,0
