"","playerID","fg_playerID","G","AB","R","H","X2B","X3B","HR","RBI","SB","CS","BB","SO","IBB","HBP","SH","SF","GIDP","PA","BA","1B","SLG","OBP","OPS","SO%","BB%","BB:SO","Range","POS","GS","InnOuts","PO","A","E","DP","PB","WP","SB_against","CS_for","ZR","Triple Crown","500_hr","3000_hit","1500_runs","1500_rbi","2500_G","ped_use","inducted","play_era","ISO","BABIP","wOBA","WAR","wRC+","all_star_appearances","num_gold_gloves","num_mvp","num_ws_mvp","silver_slugger","hank_aaron_award"
"34","castrst01",4579,1573,6148,698,1722,319,40,138,678,89,52,338,1108,32,38,7,47,177,6571,0.280091086532206,1225,0.412329212752114,0.319281692284279,0.731610905036394,0.168619692588647,0.0514381372698219,0.305054151624549,3.9319771137953,"SS",1528,40409,2249,3936,207,774,0,0,0,0,0,"0","No","No","No","No","No","No",0,"Modern",NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"35","kinslia01",6195,1888,7423,1243,1999,416,41,257,909,243,74,693,1046,11,92,32,59,161,8267,0.269298127441735,1285,0.440253266873232,0.336760614491351,0.777013881364583,0.126527156163058,0.0838272650296359,0.662523900573614,4.5635593220339,"2B",1804,47568,3397,5219,168,1291,0,0,0,0,0,"0","No","No","No","No","No","No",0,"Modern",NA,NA,NA,NA,NA,4,2,NA,NA,NA,NA
"36","martiru01",4616,1693,5701,803,1416,255,9,191,771,101,51,792,1211,46,107,12,36,190,6636,0.248377477635503,961,0.396772496053324,0.348854731766124,0.745627227819448,0.182489451476793,0.119349005424955,0.654004954582989,7.48257531010041,"C",1545,41393,11639,1029,95,85,85,0,840,365,0,"0","No","No","No","No","No","No",0,"Modern",NA,NA,NA,NA,NA,4,1,NA,NA,1,NA
"37","pedrodu01",8370,1512,6031,922,1805,394,15,140,725,138,46,624,654,25,38,25,59,154,6752,0.299287017078428,1256,0.439230641684629,0.365373222748815,0.804603864433445,0.0968601895734597,0.0924170616113744,0.954128440366973,4.36375661375661,"2B",1476,38761,2581,4017,58,944,0,0,0,0,0,"0","No","No","No","No","No","No",0,"Modern",NA,NA,NA,NA,NA,4,4,1,NA,1,NA
"38","pencehu01",8252,1707,6420,891,1791,324,55,244,942,120,55,520,1335,19,26,1,39,151,7005,0.278971962616822,1168,0.460591900311526,0.333618843683084,0.79421074399461,0.190578158458244,0.0742326909350464,0.389513108614232,1.96777973052138,"RF",1557,41364,3263,96,48,14,0,0,0,0,0,"0","No","No","No","No","No","No",0,"Modern",NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"39","reyesjo01",1736,1877,7552,1180,2138,387,131,145,719,517,127,589,914,56,11,50,38,82,8190,0.283103813559322,1475,0.426641949152542,0.334310134310134,0.760952083462677,0.111599511599512,0.0719169719169719,0.644420131291028,3.72775705913692,"SS",1778,47133,2271,4726,201,966,0,0,0,0,0,"0","No","No","No","No","No","No",0,"Modern",NA,NA,NA,NA,NA,4,NA,NA,NA,1,NA
"40","uptonju01",5222,1845,6721,1058,1754,350,38,325,1003,151,59,785,1971,49,78,3,59,142,7643,0.260973069483708,1041,0.469424192828448,0.342404814863274,0.811829007691722,0.257883030223734,0.102708360591391,0.398274987316083,1.8639566395664,"LF",1767,45729,3375,64,89,9,0,0,0,0,0,"0","No","No","No","No","No","No",0,"Modern",NA,NA,NA,NA,NA,4,NA,NA,NA,3,NA
"41","wietema01",4298,1167,3994,440,996,190,5,146,550,9,4,368,847,29,21,4,41,102,4424,0.249374061091637,655,0.409113670505759,0.313065099457505,0.722178769963263,0.191455696202532,0.0831826401446655,0.434474616292798,6.98543273350471,"C",1021,27216,7723,429,58,77,30,0,441,211,0,"0","No","No","No","No","No","No",0,"Modern",NA,NA,NA,NA,NA,4,2,NA,NA,NA,NA
"42","bruceja01",9892,1650,5964,839,1455,312,32,319,951,65,40,600,1572,71,28,3,46,101,6638,0.243963782696177,792,0.46747149564051,0.313799337149744,0.781270832790254,0.236818318770714,0.0903886712865321,0.381679389312977,2.14242424242424,"RF",1524,40529,3404,131,58,57,0,0,0,0,0,"0","No","No","No","No","No","No",0,"Modern",NA,NA,NA,NA,NA,3,NA,NA,NA,2,NA
"43","carpema01",8090,1376,4531,780,1192,310,28,170,613,27,17,718,1107,40,70,12,47,38,5366,0.263076583535643,684,0.456411388214522,0.368989936638092,0.825401324852614,0.206298919120388,0.133805441669773,0.648599819331527,3.54142441860465,"3B",1138,29553,2985,1888,108,515,0,0,0,0,0,"0","No","No","No","No","No","No",0,"Modern",NA,NA,NA,NA,NA,3,NA,NA,NA,1,NA
"44","crawfbr01",5343,1561,5292,638,1337,279,43,139,706,44,34,508,1187,74,54,6,58,116,5912,0.252645502645503,876,0.400415721844293,0.321211096075778,0.721626817920071,0.200778078484438,0.0859269282814614,0.427969671440607,3.96220371556694,"SS",1443,38616,2042,4143,161,872,0,0,0,0,0,"0","No","No","No","No","No","No",0,"Modern",NA,NA,NA,NA,NA,3,4,NA,NA,1,NA
"45","donaljo02",5038,1333,4857,798,1285,282,12,266,790,40,10,703,1171,22,58,5,44,129,5662,0.264566604900144,725,0.491867407864937,0.361356411162134,0.853223819027071,0.206817379018015,0.124161073825503,0.600341588385995,2.45686421605401,"3B",1177,30995,1002,2273,143,239,0,0,8,4,0,"0","No","No","No","No","No","No",0,"Modern",NA,NA,NA,NA,NA,3,NA,1,NA,2,1
"46","encared01",2151,1960,7040,1099,1832,370,10,424,1261,61,14,903,1426,54,105,0,66,185,8114,0.260227272727273,1028,0.496306818181818,0.350012324377619,0.846319142559437,0.175745624845945,0.11128912989894,0.633239831697055,2.94387755102041,"3B",1143,29867,4415,1355,144,460,0,0,0,0,0,"0","No","No","No","No","No","No",0,"Modern",NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"47","gonzaca01",7287,1377,5033,821,1432,302,40,234,785,122,33,448,1240,55,22,7,41,93,5544,0.284522153785019,856,0.499900655672561,0.343073593073593,0.842974248746154,0.223665223665224,0.0808080808080808,0.361290322580645,1.72912127814089,"RF",1257,32851,2304,77,30,8,0,0,0,0,0,"0","No","No","No","No","No","No",0,"Modern",NA,NA,NA,NA,NA,3,2,NA,NA,2,NA
"48","gordoal01",5209,1753,6391,867,1643,357,26,190,749,113,45,684,1535,48,121,8,43,110,7239,0.257080269128462,1070,0.41026443436082,0.338168255283879,0.748432689644699,0.212045862688217,0.094488188976378,0.445602605863192,2.19167142042213,"LF",1703,45071,3147,695,64,84,0,0,0,0,0,"0","No","No","No","No","No","No",0,"Modern",NA,NA,NA,NA,NA,3,7,NA,NA,NA,NA
"49","grandcu01",4747,2057,7236,1217,1800,346,95,344,937,153,50,924,1916,31,67,30,49,64,8276,0.248756218905473,1015,0.465450525152018,0.337240212663122,0.80269073781514,0.231512808119865,0.11164813919768,0.482254697286013,2.07243558580457,"CF",1766,47561,4183,80,31,14,0,0,0,0,0,"0","No","No","No","No","No","No",0,"Modern",NA,NA,NA,NA,NA,3,NA,NA,NA,1,NA
"50","kempma01",5631,1750,6365,950,1808,338,37,287,1031,184,63,518,1641,69,26,1,72,184,6981,0.284053417124902,1146,0.484053417124902,0.336914482165879,0.820967899290781,0.235066609368285,0.0742014038103424,0.315661182205972,1.76057142857143,"CF",1547,40557,2990,91,51,27,0,0,0,0,0,"0","No","No","No","No","No","No",0,"Modern",NA,NA,NA,NA,NA,3,1,NA,NA,2,1
"51","lemahdj01",9874,1425,5306,809,1576,248,36,107,581,91,46,482,853,22,27,36,39,158,5854,0.297022238974746,1185,0.417828872973992,0.35616672360779,0.773995596581781,0.145712333447216,0.0823368636829518,0.565064478311841,4.3880701754386,"2B",1324,34775,2772,3481,69,813,0,0,0,0,0,"0","No","No","No","No","No","No",0,"Modern",NA,NA,NA,NA,NA,3,3,NA,NA,2,NA
"52","longoev01",9368,1912,7095,992,1883,422,26,331,1131,58,19,707,1623,87,72,1,94,198,7968,0.265398167723749,1104,0.472163495419309,0.334086345381526,0.806249840800835,0.203689759036145,0.0887299196787149,0.435613062230437,2.36297071129707,"3B",1750,46162,1280,3238,158,386,0,0,0,0,0,"0","No","No","No","No","No","No",0,"Modern",NA,NA,NA,NA,NA,3,3,NA,NA,1,NA
"53","moustmi01",4892,1315,4708,552,1165,259,6,203,635,21,10,376,873,25,57,8,42,115,5183,0.247451146983857,697,0.434367034834325,0.308315647308509,0.742682682142833,0.168435269149141,0.0725448581902373,0.430698739977091,2.51634980988593,"3B",1176,30998,1191,2118,118,242,0,0,0,0,0,"0","No","No","No","No","No","No",0,"Modern",NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"54","murphda08",4316,1452,5308,710,1572,371,29,138,735,68,25,364,709,56,25,7,48,124,5745,0.296156744536549,1034,0.454973624717408,0.341340295909487,0.796313920626894,0.123411662315057,0.0633594429939077,0.513399153737659,4.66735537190083,"2B",1269,33484,4310,2467,125,769,0,0,0,0,0,"0","No","No","No","No","No","No",0,"Modern",NA,NA,NA,NA,NA,3,NA,NA,NA,2,NA
"55","peraljh01",1738,1798,6599,841,1761,376,24,202,873,17,27,606,1450,24,38,13,63,200,7306,0.266858614941658,1159,0.422942870131838,0.329181494661922,0.75212436479376,0.198467013413633,0.082945524226663,0.417931034482759,3.89377085650723,"SS",1712,45496,2307,4694,150,984,0,0,0,0,0,"0","No","No","No","No","No","No",0,"Modern",NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"56","phillbr01",791,1902,7378,1005,2029,368,35,211,951,209,84,420,1092,34,92,39,62,224,7952,0.27500677690431,1415,0.420168067226891,0.319542253521127,0.739710320748018,0.137323943661972,0.0528169014084507,0.384615384615385,4.48370136698212,"2B",1837,48490,3557,4971,110,1119,0,0,0,0,0,"0","No","No","No","No","No","No",0,"Modern",NA,NA,NA,NA,NA,3,4,NA,NA,1,NA
"57","ramirha01",8001,1668,6349,1049,1834,375,32,271,917,281,93,660,1234,65,71,11,36,137,7116,0.288864388092613,1156,0.486060796975902,0.360455311973019,0.84651610894892,0.173412029229904,0.0927487352445194,0.53484602917342,3.57613908872902,"SS",1435,37059,3082,2883,164,774,0,0,0,0,0,"0","No","No","No","No","No","No",0,"Modern",NA,NA,NA,NA,NA,3,NA,NA,NA,2,NA
