"","playerID","fg_playerID","POS","W","L","G","GS","CG","SHO","SV","IP","IPouts","H","ER","HR","BB","SO","BAOpp","ERA","SO%","BB%","SO:BB","IBB","WP","HBP","BK","BFP","GF","R","SH","SF","GIDP","InnOuts","PO","A","E","DP","Pitching Triple Crown","300_wins","3000_so","300_sv","ped_use","inducted","play_era","WAR","WHIP","BABIP","LOB%","FIP","all_star_appearances","num_gold_gloves","num_cy_young","num_mvp","num_ws_mvp"
"48","arroybr01",978,"SP",148,137,419,383,16,6,1,2435.7,7307,2507,1158,347,661,1571,0.242503385567808,4.27885207537874,0.15196362932869,0.0639388663184368,2.3767019667171,60,42,105,6,10338,6,1260,91,64,183,7307,221,325,16,22,"0","No","No","No","No",0,"Modern",21.6,1.3,0.282,0.722,4.6,1,1,NA,NA,NA
"49","brachbr01",6627,"RP",38,29,531,0,0,0,34,552.7,1658,475,218,57,264,589,0.202041684389621,3.54984620951692,0.250531688643131,0.112292641429179,2.23106060606061,23,30,8,3,2351,143,246,10,24,42,1658,30,56,9,9,"0","No","No","No","No",0,"Modern",4.6,1.34,0.292,0.751,3.83,1,NA,NA,NA,NA
"50","cahiltr01",6249,"RP",86,99,361,233,3,2,1,1507.8,4523,1447,713,170,615,1151,0.223993808049536,4.2558694787107,0.178173374613003,0.0952012383900929,1.87154471544715,12,100,63,4,6460,47,774,52,50,147,4523,81,269,15,12,"0","No","No","No","No",0,"Modern",10.6,1.37,0.286,0.716,4.39,1,NA,NA,NA,NA
"51","dukeza01",3840,"RP",69,91,570,169,6,3,4,1360.1,4080,1554,651,132,419,854,0.262721893491124,4.30777148739063,0.144378698224852,0.0708368554522401,2.0381861575179,31,32,45,8,5915,67,714,72,38,161,4080,81,243,9,20,"0","No","No","No","No",0,"Modern",15.4,1.45,0.318,0.711,4.15,1,NA,NA,NA,NA
"52","eovalna01",9132,"SP",67,68,240,221,2,1,0,1257.6,3773,1307,581,140,356,1060,0.244070961718021,4.15791984732824,0.197945845004669,0.0664799253034547,2.97752808988764,16,43,35,0,5355,5,619,28,26,115,3773,95,170,5,14,"0","No","No","No","No",0,"Modern",19.7,1.32,0.31,0.718,3.83,1,NA,NA,NA,NA
"53","estrama01",1118,"RP",62,68,283,194,0,0,0,1251.4,3754,1125,596,199,395,1094,0.21551724137931,4.2863992328592,0.209578544061303,0.0756704980842912,2.76962025316456,6,29,26,4,5220,22,626,26,29,47,3754,46,114,3,3,"0","No","No","No","No",0,"Modern",11.5,1.21,0.264,0.726,4.45,1,NA,NA,NA,NA
"54","familje01",5114,"RP",34,28,547,1,0,0,125,543,1629,481,212,42,253,568,0.206615120274914,3.51381215469613,0.243986254295533,0.108676975945017,2.24505928853755,27,31,18,0,2328,248,235,15,8,57,1629,27,65,6,4,"0","No","No","No","No",0,"Modern",5.7,1.35,0.303,0.746,3.56,1,NA,NA,NA,NA
"55","gallayo01",8173,"SP",121,101,319,307,4,3,1,1816.6,5450,1770,820,205,710,1584,0.227126908764276,4.06253440493229,0.203259335300911,0.0911074040805851,2.23098591549296,26,78,24,1,7793,6,878,66,47,152,5450,119,229,7,20,"0","No","No","No","No",0,"Modern",21.1,1.37,0.297,0.733,4.04,1,NA,NA,NA,NA
"56","grillja01",521,"RP",34,47,595,16,1,0,79,684.8,2054,644,321,76,292,694,0.216908049848434,4.21875,0.233748736948467,0.0983496126641967,2.37671232876712,26,29,34,0,2969,199,339,21,23,47,2054,29,79,8,6,"0","No","No","No","No",0,"Modern",6.2,1.37,0.303,0.731,3.96,1,NA,NA,NA,NA
"57","happja01",7410,"SP",133,100,354,328,4,3,0,1893.5,5681,1822,868,261,668,1661,0.226391650099404,4.12569316081331,0.206386679920477,0.0830019880715706,2.48652694610778,16,47,41,5,8048,10,919,47,44,150,5681,52,192,8,2,"0","No","No","No","No",0,"Modern",21.7,1.31,0.288,0.744,4.29,1,NA,NA,NA,NA
"58","hugheph01",7450,"SP",88,79,290,211,5,1,3,1291.1,3873,1384,648,191,313,1040,0.251819505094614,4.51707846022771,0.189228529839884,0.0569505094614265,3.32268370607029,12,33,32,3,5496,25,684,18,45,85,3873,49,94,3,4,"0","No","No","No","No",0,"Modern",17.7,1.31,0.304,0.715,4.22,1,NA,NA,NA,NA
"59","jacksed01",1841,"SP",107,133,412,318,5,3,1,1960,5880,2094,1040,249,779,1508,0.244369237950753,4.77551020408163,0.175983195238651,0.0909090909090909,1.93581514762516,39,108,39,8,8569,30,1135,69,54,174,5880,144,187,31,17,"0","No","No","No","No",0,"Modern",17.6,1.47,0.308,0.693,4.48,1,NA,NA,NA,NA
"60","jimenub01",3374,"SP",114,117,329,315,9,3,1,1870.1,5610,1757,901,186,848,1720,0.217074376081048,4.33613175766002,0.212503088707685,0.104768964665184,2.02830188679245,31,93,78,6,8094,4,968,43,38,147,5610,115,226,19,19,"0","No","No","No","No",0,"Modern",29,1.39,0.299,0.708,4.05,1,NA,NA,NA,NA
"61","johnsji04",3656,"RP",38,46,674,2,0,0,178,704.7,2114,704,297,54,237,531,0.234666666666667,3.79310344827586,0.177,0.079,2.24050632911392,27,33,36,3,3000,324,330,22,20,101,2114,39,106,7,9,"0","No","No","No","No",0,"Modern",6.1,1.34,0.303,0.718,3.76,1,NA,NA,NA,NA
"62","lackejo01",1507,"SP",188,147,448,446,18,8,0,2840.2,8521,2862,1237,319,815,2294,0.237905236907731,3.91979438067742,0.190689941812136,0.0677472984206151,2.81472392638037,32,125,133,12,12030,0,1347,72,72,259,8521,222,299,28,29,"0","No","No","No","No",0,"Modern",43.2,1.29,0.3,0.732,3.94,1,NA,NA,NA,NA
"63","liriafr01",3201,"SP",112,114,419,300,3,1,1,1813.8,5441,1649,837,184,816,1815,0.211926487597995,4.15315911346345,0.23326050636165,0.10487083922375,2.22426470588235,15,100,62,8,7781,19,911,43,50,181,5441,45,239,11,18,"0","No","No","No","No",0,"Modern",23.9,1.36,0.299,0.712,3.88,1,NA,NA,NA,NA
"64","mikolmi01",9803,"SP",45,40,143,115,3,2,0,723,2169,688,297,86,145,536,0.231727854496463,3.69709543568465,0.180532165712361,0.0488379925900977,3.69655172413793,7,11,34,5,2969,10,323,16,22,66,2169,59,95,5,7,"0","No","No","No","No",0,"Modern",9.8,1.15,0.278,0.729,3.96,1,NA,NA,NA,NA
"65","mileywa01",8779,"SP",99,94,292,285,3,2,0,1618,4854,1663,742,178,563,1280,0.23948732718894,4.12731767614339,0.184331797235023,0.0810771889400922,2.27353463587922,10,56,41,7,6944,2,797,46,37,153,4854,54,219,13,12,"0","No","No","No","No",0,"Modern",19.1,1.38,0.304,0.729,4.1,1,NA,NA,NA,NA
"66","millesh01",10197,"SP",38,58,167,132,5,5,0,778,2334,755,364,86,312,644,0.225373134328358,4.2107969151671,0.192238805970149,0.093134328358209,2.06410256410256,18,17,20,3,3350,9,394,25,20,61,2334,43,57,7,4,"0","No","No","No","No",0,"Modern",7.4,1.37,0.292,0.717,4.18,1,NA,NA,NA,NA
"67","moorema02",1890,"RP",61,62,268,164,1,1,5,1041.5,3125,1012,515,132,445,952,0.223251709684536,4.45031204992799,0.210015442311935,0.0981689830134569,2.13932584269663,18,66,36,3,4533,34,554,27,29,76,3125,38,112,11,7,"0","No","No","No","No",0,"Modern",9.6,1.4,0.296,0.718,4.33,1,NA,NA,NA,NA
"68","odayda01",3321,"RP",42,21,644,0,0,0,21,609,1827,458,175,64,172,637,0.186103210077204,2.58620689655172,0.258837870784234,0.0698902885006095,3.70348837209302,24,3,50,3,2461,155,189,10,17,41,1827,29,66,7,5,"0","No","No","No","No",0,"Modern",8.8,1.03,0.256,0.832,3.48,1,NA,NA,NA,NA
"69","odorija01",6397,"SP",74,69,241,237,0,0,1,1253.3,3760,1137,555,171,427,1172,0.215545023696682,3.98547833718982,0.22218009478673,0.0809478672985782,2.74473067915691,9,20,35,2,5275,2,594,25,37,58,3760,62,95,9,7,"0","No","No","No","No",0,"Modern",15.9,1.25,0.278,0.739,4.16,1,NA,NA,NA,NA
"70","perezma02",6902,"SP",75,77,253,223,4,3,0,1298.9,3897,1409,640,142,470,909,0.249645641389086,4.43452151820771,0.161055988660524,0.0832742735648476,1.93404255319149,10,39,41,11,5644,11,715,27,36,175,3897,45,141,9,11,"0","No","No","No","No",0,"Modern",15.6,1.45,0.31,0.7,4.35,1,NA,NA,NA,NA
"71","pinedmi01",5372,"SP",64,61,181,180,1,0,0,1008.7,3026,990,455,144,221,966,0.236333253759847,4.05968077723803,0.230603962759609,0.0527572212938649,4.3710407239819,4,37,24,2,4189,0,488,15,29,52,3026,43,102,8,5,"0","No","No","No","Yes",0,"Modern",17.9,1.2,0.299,0.723,3.81,1,NA,NA,NA,NA
"72","pomerdr01",11426,"RP",48,58,289,140,0,0,9,858.5,2575,786,373,110,369,883,0.214285714285714,3.91030867792662,0.240730643402399,0.100599781897492,2.3929539295393,9,33,23,3,3668,30,403,22,27,83,2575,17,85,8,6,"0","No","No","No","No",0,"Modern",10.9,1.35,0.296,0.757,4.13,1,NA,NA,NA,NA
"73","quintjo01",11423,"SP",89,87,315,289,2,2,0,1723.5,5171,1698,718,174,504,1532,0.235180055401662,3.74934725848564,0.21218836565097,0.0698060941828255,3.03968253968254,23,65,41,6,7220,7,778,33,40,146,5171,64,208,7,18,"0","No","No","No","No",0,"Modern",32.7,1.28,0.307,0.733,3.62,1,NA,NA,NA,NA
"74","roberda08",8241,"RP",57,36,731,1,0,0,157,739.2,2218,550,237,65,305,977,0.180505415162455,2.88555194805195,0.320643255661306,0.10009845749918,3.20327868852459,31,44,17,4,3047,310,253,17,12,33,2218,42,43,3,1,"0","No","No","No","No",0,"Modern",15.1,1.16,0.288,0.793,2.92,1,NA,NA,NA,NA
"75","romose01",9817,"RP",42,36,821,5,0,0,137,722.7,2168,579,258,85,179,789,0.198355601233299,3.21295143212951,0.270298047276465,0.0613223706748887,4.40782122905028,21,22,27,2,2919,301,275,17,14,35,2168,19,63,3,2,"0","No","No","No","No",0,"Modern",9.9,1.05,0.269,0.766,3.33,1,NA,NA,NA,NA
"76","samarje01",3254,"RP",80,106,364,241,9,4,1,1645.5,4936,1555,759,205,491,1449,0.225656653606153,4.15132178669098,0.210274270787984,0.0712523581483094,2.95112016293279,25,60,60,0,6891,31,818,39,42,116,4936,105,161,13,10,"0","No","No","No","No",0,"Modern",19.7,1.24,0.288,0.708,3.99,1,NA,NA,NA,NA
"77","santihe01",4026,"RP",48,51,270,140,0,0,6,946.9,2841,877,434,145,440,856,0.212040618955513,4.12503960291477,0.206963249516441,0.106382978723404,1.94545454545455,15,18,50,10,4136,71,472,16,23,52,2841,40,96,4,8,"0","No","No","No","Yes",0,"Modern",3.1,1.39,0.277,0.769,4.86,1,NA,NA,NA,NA
"78","shielja02",7059,"SP",145,139,407,405,23,9,0,2616,7848,2581,1167,361,746,2234,0.234785772764486,4.01490825688073,0.203220231056127,0.0678613663240244,2.99463806970509,22,107,97,10,10993,1,1267,53,45,211,7848,187,283,30,22,"0","No","No","No","No",0,"Modern",32.3,1.27,0.294,0.739,4.17,1,NA,NA,NA,NA
"79","smithwi04",8048,"RP",31,34,513,17,0,0,91,553.6,1661,481,221,72,206,664,0.207596029348295,3.59284682080925,0.286577470867501,0.0889080707811826,3.22330097087379,20,29,14,3,2317,183,251,7,21,46,1661,13,41,4,4,"0","No","No","No","No",0,"Modern",6.6,1.24,0.301,0.75,3.62,1,NA,NA,NA,NA
"80","vargaja01",8044,"SP",99,99,298,277,13,8,0,1643,4929,1664,784,216,508,1147,0.237646386746644,4.2945830797322,0.163810339902885,0.0725506998000571,2.25787401574803,28,25,47,9,7002,8,826,40,48,138,4929,58,207,9,16,"0","No","No","No","No",0,"Modern",17.5,1.32,0.285,0.727,4.43,1,NA,NA,NA,NA
"81","volqued01",3990,"SP",95,89,294,273,4,2,0,1546.4,4639,1507,765,159,735,1323,0.221715462704134,4.45227625452664,0.194644696189495,0.108135942327497,1.8,27,77,76,6,6797,5,829,59,49,126,4639,80,171,11,6,"0","No","No","No","No",0,"Modern",12.6,1.45,0.299,0.711,4.31,1,NA,NA,NA,NA
"82","watsoto01",3132,"RP",47,29,689,0,0,0,32,648.3,1945,528,209,63,174,570,0.201526717557252,2.90143452105507,0.217557251908397,0.066412213740458,3.27586206896552,20,5,33,0,2620,109,222,27,18,63,1945,40,99,7,9,"0","No","No","No","No",0,"Modern",5.9,1.08,0.261,0.793,3.59,1,NA,NA,NA,NA
"83","youngch03",3196,"SP",79,67,271,221,1,0,1,1297.6,3893,1130,570,186,502,1062,0.206204379562044,3.95345252774353,0.193795620437956,0.0916058394160584,2.11553784860558,24,39,33,7,5480,15,605,41,38,47,3893,61,98,7,4,"0","No","No","No","No",0,"Modern",13,1.26,0.255,0.755,4.59,1,NA,NA,NA,NA
"84","alberma01",4300,"RP",47,48,616,24,0,0,7,759,2277,751,367,87,314,571,0.228406326034063,4.35177865612648,0.173661800486618,0.0954987834549878,1.81847133757962,30,29,35,1,3288,145,399,29,28,92,2277,41,99,8,11,"0","No","No","No","No",0,"Modern",0.8,1.4,0.291,0.717,4.5,NA,NA,NA,NA,NA
"85","anderbr04",8223,"SP",67,74,222,210,3,1,3,1140.1,3421,1217,516,115,304,772,0.252071251035625,4.07332690114902,0.15990057995029,0.0629660314830157,2.53947368421053,13,20,32,8,4828,4,572,28,26,134,3421,19,205,9,11,"0","No","No","No","No",0,"Modern",15.8,1.33,0.306,0.705,3.97,NA,NA,NA,NA,NA
"86","axforjo01",9059,"RP",38,34,544,1,0,0,144,525.8,1577,485,228,50,261,589,0.210412147505423,3.90262457208064,0.255531453362256,0.113232104121475,2.25670498084291,19,45,16,0,2305,286,249,14,18,38,1577,20,57,6,4,"0","No","No","No","No",0,"Modern",3.3,1.42,0.313,0.741,3.68,NA,NA,NA,NA,NA
"87","baileho02",8362,"SP",81,86,245,245,7,4,0,1401.5,4205,1455,710,175,463,1157,0.24093392945852,4.5594006421691,0.191588011260142,0.0766683225699619,2.49892008639309,31,42,56,8,6039,0,756,46,42,100,4205,126,147,11,6,"0","No","No","No","No",0,"Modern",16.5,1.37,0.306,0.705,4.2,NA,NA,NA,NA,NA
"88","bassan01",7982,"RP",16,28,360,19,1,0,15,504.7,1514,464,217,54,180,397,0.219905213270142,3.86962552011096,0.188151658767773,0.0853080568720379,2.20555555555556,21,25,9,1,2110,91,243,13,12,40,1514,56,62,5,7,"0","No","No","No","No",0,"Modern",2.3,1.28,0.279,0.71,4.06,NA,NA,NA,NA,NA
"89","belisma01",1837,"RP",52,58,693,44,1,0,14,928.9,2786,1024,446,97,238,711,0.256770310932798,4.32124017655291,0.178284854563691,0.059679037111334,2.98739495798319,42,32,37,4,3988,144,492,39,30,91,2786,72,109,8,8,"0","No","No","No","No",0,"Modern",10.8,1.36,0.319,0.694,3.84,NA,NA,NA,NA,NA
"90","benoijo01",1437,"RP",58,49,764,55,0,0,53,1068.6,3206,883,455,129,437,1058,0.196309470875945,3.83211678832117,0.235215651400623,0.0971542907959093,2.42105263157895,21,38,32,2,4498,185,485,27,40,51,3206,48,93,4,5,"0","No","No","No","No",0,"Modern",12.2,1.24,0.265,0.74,3.99,NA,NA,NA,NA,NA
"91","blantjo01",4849,"RP",101,97,427,252,8,3,2,1767.6,5303,1896,860,223,467,1284,0.251325556733828,4.37881873727088,0.170201484623542,0.0619034994697773,2.74946466809422,44,41,41,3,7544,51,914,44,57,139,5303,115,195,15,17,"0","No","No","No","No",0,"Modern",20.8,1.34,0.303,0.712,4.16,NA,NA,NA,NA,NA
"92","breslcr01",4363,"RP",23,30,576,2,0,0,8,570.5,1712,536,219,56,226,442,0.220757825370675,3.45486415425066,0.182042833607908,0.0930807248764415,1.95575221238938,18,25,17,5,2428,137,250,20,20,50,1712,20,58,4,3,"0","No","No","No","No",0,"Modern",2,1.34,0.285,0.755,4.1,NA,NA,NA,NA,NA
"93","bundydy01",12917,"SP",54,65,190,162,3,1,0,910.9,2732,902,480,163,285,852,0.232055569848212,4.74256230102097,0.2191921790584,0.0733213275019295,2.98947368421053,6,19,38,2,3887,9,515,7,26,69,2732,42,56,3,6,"0","No","No","No","No",0,"Modern",10.1,1.3,0.29,0.712,4.68,NA,NA,NA,NA,NA
"94","carraca01",6632,"SP",104,85,283,236,11,4,2,1448.1,4344,1385,623,174,380,1507,0.230948807737202,3.87197016780609,0.251292312823078,0.063365015841254,3.96578947368421,21,52,45,2,5997,21,657,19,42,112,4344,74,155,8,14,"0","No","No","No","No",0,"Modern",27.7,1.22,0.311,0.736,3.49,NA,NA,NA,NA,NA
"95","chacijh01",2608,"RP",85,91,338,227,3,1,0,1435.6,4307,1335,666,156,586,1151,0.217214448421738,4.17525773195876,0.187276277253498,0.0953465668727628,1.9641638225256,23,52,56,3,6146,20,722,42,46,124,4307,117,206,14,21,"0","No","No","No","No",0,"Modern",16,1.34,0.281,0.714,4.27,NA,NA,NA,NA,NA
"96","chatwty01",4338,"RP",52,60,229,143,2,1,5,878.8,2636,867,434,88,462,660,0.225487646293888,4.4446973145198,0.171651495448635,0.120156046814044,1.42857142857143,16,56,37,3,3845,24,463,24,23,132,2636,70,145,11,14,"0","No","No","No","No",0,"Modern",5.9,1.51,0.3,0.727,4.62,NA,NA,NA,NA,NA
"97","chaveje01",5448,"RP",48,63,571,84,0,0,8,1036,3108,1059,506,151,327,942,0.239213914614863,4.3957528957529,0.212785181838717,0.0738649198102553,2.88073394495413,29,34,26,1,4427,157,546,22,31,74,3064,51,78,4,5,"0","No","No","No","No",0,"Modern",7.1,1.34,0.305,0.721,4.23,NA,NA,NA,NA,NA
"98","cishest01",6483,"RP",33,43,737,0,0,0,133,710.6,2132,565,235,54,288,743,0.188773805546275,2.97635800731776,0.248245907116605,0.0962245238890745,2.57986111111111,38,29,59,4,2993,312,264,20,24,59,2132,47,67,17,4,"0","No","No","No","No",0,"Modern",8.9,1.2,0.276,0.775,3.49,NA,NA,NA,NA,NA
"99","cobbal01",6562,"SP",70,68,202,202,4,1,0,1159.8,3480,1130,496,120,343,967,0.232080509344835,3.84893947232281,0.198603409324297,0.0704456767303348,2.81924198250729,15,44,41,5,4869,0,544,15,26,113,3480,94,176,14,13,"0","No","No","No","No",0,"Modern",17.4,1.27,0.297,0.721,3.8,NA,NA,NA,NA,NA
"100","detwiro01",2859,"RP",30,51,307,100,1,0,2,752,2256,822,381,93,273,505,0.248263364542434,4.55984042553191,0.152521896707943,0.0824524312896406,1.84981684981685,20,24,43,1,3311,48,428,32,22,83,2256,45,90,3,5,"0","No","No","No","No",0,"Modern",2.4,1.46,0.304,0.705,4.64,NA,NA,NA,NA,NA
"101","diekmja01",5003,"RP",25,29,599,0,0,0,15,513.6,1541,423,221,43,296,660,0.186015831134565,3.87266355140187,0.29023746701847,0.130167106420405,2.22972972972973,20,39,42,1,2274,109,259,7,21,41,1541,17,52,9,2,"0","No","No","No","No",0,"Modern",4.9,1.4,0.308,0.716,3.64,NA,NA,NA,NA,NA
